row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,sdk_package,label,design_audit
lazy_susan_02,lazy_susan,Lazy Susan,A two-tier pantry lazy Susan with a lower fixed base and one rotating shelf. The visible geometry is a broad circular tray above a low cylindrical support ring on a stable base plate. The tray spins continuously on a vertical revolute axis at the center.,openai,gpt-5.4,high,50,sdk,Lazy Susan Pantry,true
lighthouse_with_rotating_beacon_assembly_01,lighthouse_with_rotating_beacon_assembly,Lighthouse with rotating beacon assembly,"A lighthouse lantern assembly with a cylindrical glass enclosure and a rotating beacon carriage inside. The lantern room sits on a tapered tower top, and a central vertical shaft supports the beacon frame with its lamp housing and reflector assembly. The beacon carriage rotates continuously about the vertical shaft axis inside the lantern room.",openai,gpt-5.4,high,50,sdk,Lighthouse Beacon,true
lighthouse_with_rotating_beacon_assembly_02,lighthouse_with_rotating_beacon_assembly,Lighthouse with rotating beacon assembly,"A squat harbor lighthouse with a polygonal lantern room and exposed beacon mechanism. The upper lantern enclosure surrounds a central pedestal carrying a rotating light head, with a roof cap over the enclosure. The light head spins continuously on the central vertical revolute axis.",openai,gpt-5.4,high,50,sdk,Lighthouse Harbor,true
lounge_chair_with_independent_backrest_and_footrest_01,lounge_chair_with_independent_backrest_and_footrest,Lounge chair with independent backrest and footrest,"A reclining lounge chair with a fixed seat base, a hinged backrest, and a separate hinged footrest. The seat pan sits on a low support frame, the backrest is attached at the rear side pivots, and the footrest is attached at the front edge on its own linkage-free hinge. The backrest rotates about a transverse revolute axis through roughly 95 to 130 degrees seat-to-back angle, and the footrest rotates upward on a second transverse revolute axis through about 0 to 80 degrees.",openai,gpt-5.4,high,50,sdk,Lounge Chair Simple,true
lounge_chair_with_independent_backrest_and_footrest_02,lounge_chair_with_independent_backrest_and_footrest,Lounge chair with independent backrest and footrest,"A padded chaise-style recliner with broad side arms, a separate back panel, and a long footrest panel. The base frame is fixed, while the backrest is mounted between the side arms near the seat rear and the footrest is mounted near the seat front. The backrest pivots on a transverse revolute axis with about 35 degrees of recline, and the footrest pivots independently on its own transverse axis through about 70 degrees.",openai,gpt-5.4,high,50,sdk,Lounge Chair Chaise,true
louvered_shutter_assembly_01,louvered_shutter_assembly,Louvered shutter assembly,"A rectangular louvered shutter panel. Two side stiles hold a stack of parallel slats, with each slat supported near its ends by pivot pins through the side rails. The slats are uncoupled revolute elements that each rotate about their long axis by roughly 0 to 90 degrees.",openai,gpt-5.4,high,50,sdk,Shutter Panel,true
louvered_shutter_assembly_02,louvered_shutter_assembly,Louvered shutter assembly,"A plantation-style shutter with a rigid outer frame and several wide louvers. The frame is rectangular and the louvers span between the side members with visible end pivots, leaving small gaps between adjacent blades. Each louver rotates independently on a longitudinal revolute axis through about 80 degrees.",openai,gpt-5.4,high,50,sdk,Shutter Plantation,true
mailbox_with_front_access_door_01,mailbox_with_front_access_door,Mailbox with front access door,"A curbside mailbox with a rounded top and a front access door. The main box body is fixed to a short post or mounting plate, and the curved front door closes the mail opening with a small handle on its face. The front door rotates on a lower-edge revolute hinge axis by about 90 degrees.",openai,gpt-5.4,high,50,sdk,Mailbox Curbside,true
mailbox_with_front_access_door_02,mailbox_with_front_access_door,Mailbox with front access door,"A wall-mounted mailbox with a boxy housing and a front flap door. The rectangular body has a top overhang and a flat back panel for mounting, while the front door forms most of the front face. A bottom-edge revolute hinge lets the front door swing outward about 80 degrees.",openai,gpt-5.4,high,50,sdk,Mailbox Wall,true
microwave_oven_01,microwave_oven,Microwave oven,"A countertop microwave oven with a side-hinged front door. A rectangular housing encloses the cooking cavity, and the door is a flat framed panel with a window mounted to one side of the opening. The door rotates on a vertical revolute hinge axis about 100 degrees.",openai,gpt-5.4,high,50,sdk,Microwave Side Door,true
microwave_oven_02,microwave_oven,Microwave oven,"A compact microwave with a broad right-side control panel and a left-hinged glass-front door. The boxy body has softened front corners, and the door covers the cavity opening while a separate control column stays fixed. The door swings on a vertical revolute axis through about 90 degrees.",openai,gpt-5.4,high,50,sdk,Microwave Compact,true
missile_launcher_01,missile_launcher,Missile launcher,"A pedestal-mounted missile launcher with a boxy launch pod. A fixed base supports a yaw turntable, which carries a tilting cradle with a rectangular missile canister pack mounted on top. The launcher yaws continuously about a vertical revolute axis at the base and pitches on a horizontal side revolute axis through about -10 to +60 degrees.",openai,gpt-5.4,high,50,sdk,Missile Launcher Pod,true
missile_launcher_02,missile_launcher,Missile launcher,"A truck-bed style missile launcher module without the vehicle. A rectangular base frame carries a central slewing ring and an elevation arm that supports a bank of cylindrical launch tubes. The base rotates about a vertical revolute axis with full azimuth, and the tube bank elevates about a transverse revolute axis through about 0 to 70 degrees.",openai,gpt-5.4,high,50,sdk,Missile Launcher Tubes,true
miter_saw_arm_assembly_01,miter_saw_arm_assembly,Miter saw arm assembly,"A bench miter saw arm assembly without the motor details over-emphasized. A flat base supports a rear pivot yoke, a swing arm, and a circular blade guard housing at the arm front. The arm rotates downward on a transverse revolute hinge at the rear pivot through about 0 to 55 degrees, and the table can yaw on a vertical center revolute axis through about +/-50 degrees.",openai,gpt-5.4,high,50,sdk,Miter Saw Basic,true
miter_saw_arm_assembly_02,miter_saw_arm_assembly,Miter saw arm assembly,"A sliding compound miter saw assembly with twin horizontal rails. The base carries a turntable and fence, while the saw head rides on a carriage that slides fore-aft on the rails and also pivots downward from the rail carriage. The saw head pitches down on a transverse revolute axis through about 50 degrees, the carriage slides prismatically along the rail axis about 200 mm, and the turntable yaws on a vertical revolute axis about +/-45 degrees.",openai,gpt-5.4,high,50,sdk,Miter Saw Sliding,true
motherboard_01,motherboard,Motherboard,"A desktop computer motherboard. A flat rectangular PCB carries a large CPU socket, several long expansion slots, RAM slot banks, heatsink blocks, and rear I/O structures along one edge. The only articulated elements are a few socket retention arms and latches as small revolute levers mounted to their respective connectors with about 70 to 100 degrees of travel.",openai,gpt-5.4,high,50,sdk,Motherboard ATX,true
motherboard_02,motherboard,Motherboard,"A compact mini-ITX style motherboard with a dense central socket area and one main expansion slot. The board is a rigid flat plate populated by low heatsinks, slot walls, and edge connectors, with one CPU socket lever and one or two memory-slot latch tabs visible. The latch elements rotate on tiny revolute axes at the connector edges through short opening ranges.",openai,gpt-5.4,high,50,sdk,Motherboard Mini,true
observation_wheel_01,observation_wheel,Observation wheel,"A ferris-wheel style observation wheel on an A-frame support. A large circular rim with spoke members is carried by side support towers, and small passenger gondolas hang from pivots around the rim. The main wheel rotates continuously about a horizontal central revolute axis, and each gondola hangs on its own transverse revolute pivot so it can stay roughly upright.",openai,gpt-5.4,high,50,sdk,Observation Wheel Classic,true
observation_wheel_02,observation_wheel,Observation wheel,"A modern observation wheel with a broad hub, slender rim, and evenly spaced capsule cabins mounted outside the rim. The wheel is supported by two inclined legs and a central axle structure, with each capsule attached through a short hanger arm. The wheel spins on a central horizontal revolute axis, and each capsule pivots independently on its hanger revolute axis.",openai,gpt-5.4,high,50,sdk,Observation Wheel Modern,true
office_chair_01,office_chair,Office chair,"A five-star office chair with casters, a central gas column, a seat, and a backrest. The wheeled base supports the seat through a central post, while the backrest is attached to the rear of the seat frame and the armrests are fixed to the seat sides. The five casters spin continuously on their wheel axles, and the backrest reclines on a transverse revolute joint near the seat rear through about 20 degrees.",openai,gpt-5.4,high,50,sdk,Office Chair Task,true
office_chair_02,office_chair,Office chair,"A mesh-backed office chair with a five-wheel base and a simple tilt mechanism. The seat sits above a central pedestal, the back frame rises from the rear bracket, and paired armrests flank the seat. The caster wheels rotate continuously on their axles, and the seat-back assembly tilts about a transverse revolute axis through roughly 15 degrees.",openai,gpt-5.4,high,50,sdk,Office Chair Mesh,true
overear_headphones_with_folding_earcups_01,overear_headphones_with_folding_earcups,Over-ear headphones with folding earcups,"A pair of over-ear headphones with a padded headband and two circular earcups. Each earcup is carried by a short yoke at the end of the headband arm, and the yoke includes a fold hinge near the cup mount. Each cup folds inward on a revolute hinge through about 90 degrees, and the cup can swivel slightly on a second local revolute axis within the yoke.",openai,gpt-5.4,high,50,sdk,Headphones Fold,true
overear_headphones_with_folding_earcups_02,overear_headphones_with_folding_earcups,Over-ear headphones with folding earcups,"A DJ-style headphone set with thick earcups and broad fork yokes. The headband arches over the top and terminates in side forks, with each earcup suspended between fork arms and an extra fold joint above the cup. Each earcup rotates on its yoke axis through about +/-90 degrees for fit adjustment, and each side assembly folds inward on an additional revolute hinge about 100 degrees.",openai,gpt-5.4,high,50,sdk,Headphones DJ,true
overshot_waterwheel_01,overshot_waterwheel,Overshot waterwheel,"An overshot waterwheel on a simple support frame. A large spoked wheel with a ring of shallow buckets is mounted between two side supports, and a short chute above the wheel indicates where water would enter near the top. The wheel rotates continuously about its horizontal axle revolute axis.",openai,gpt-5.4,high,50,sdk,Waterwheel Classic,true
overshot_waterwheel_02,overshot_waterwheel,Overshot waterwheel,A timber-framed mill waterwheel with a deep rim and evenly spaced paddles or buckets. The wheel is supported by an axle block on either side and sits partly above a trough base. One horizontal revolute axle allows continuous rotation of the wheel.,openai,gpt-5.4,high,50,sdk,Waterwheel Mill,true
padlock_with_shackle_01,padlock_with_shackle,Padlock with shackle,"A classic padlock with a rectangular body and U-shaped shackle. The metal body houses the lower ends of the shackle, with one leg acting as the captive pivot side and the other as the releasing side. The shackle rotates upward on a revolute joint at the captive leg through about 60 degrees.",openai,gpt-5.4,high,50,sdk,Padlock Classic,true
padlock_with_shackle_02,padlock_with_shackle,Padlock with shackle,"A discus-style padlock with a round shielded body and a partly exposed shackle. The circular body encloses most of the shackle span, leaving only the locking opening visible at the top. The shackle swings open on one anchored leg as a revolute joint with roughly 45 degrees of motion.",openai,gpt-5.4,high,50,sdk,Padlock Discus,true
palm_with_multiple_uncoupled_finger_chains_01,palm_with_multiple_uncoupled_finger_chains,Palm with multiple uncoupled finger chains,"A simplified robotic hand palm with four independent finger chains and a thumb. A rigid palm block supports five separate digit bases, and each digit is built from straight phalanx-like links connected in sequence. Every finger joint is a revolute hinge across the finger width; use three joints for each finger chain and two for the thumb, with about 0 to 90 degrees of flexion at each joint.",openai,gpt-5.4,high,50,sdk,Robotic Hand Five Digit,true
palm_with_multiple_uncoupled_finger_chains_02,palm_with_multiple_uncoupled_finger_chains,Palm with multiple uncoupled finger chains,"A mechanical palm plate with four uncoupled finger mechanisms for an anthropomorphic gripper. The palm is a broad base with finger root knuckles spaced along the front edge and a side-mounted thumb chain, and each digit is a stack of rigid link segments. Each chain uses serial revolute joints with transverse axes; the four fingers have three joints each and the thumb has two, all flexing through about 80 degrees independently.",openai,gpt-5.4,high,50,sdk,Robotic Hand Plate,true
paper_cutter_guillotine_01,paper_cutter_guillotine,Paper cutter guillotine,"A desktop guillotine paper cutter. A flat rectangular cutting bed has a fence edge and a raised hinge block at one rear corner, with a long cutter arm spanning diagonally over the bed. The cutter arm rotates downward on a single rear-corner revolute hinge through about 0 to 80 degrees.",openai,gpt-5.4,high,50,sdk,Paper Cutter Desktop,true
paper_cutter_guillotine_02,paper_cutter_guillotine,Paper cutter guillotine,"A heavy office paper cutter with a long straight blade arm and a rectangular base. The base carries a printed alignment bed and a fixed side fence, while the blade arm is attached near one corner through a robust pivot bracket. The arm swings on a revolute joint through about 90 degrees.",openai,gpt-5.4,high,50,sdk,Paper Cutter Heavy,true
parabolic_dish_on_azimuth_elevation_mount_01,parabolic_dish_on_azimuth_elevation_mount,Parabolic dish on azimuth-elevation mount,"A satellite communication dish on a pedestal azimuth-elevation mount. A parabolic reflector sits on a rear support frame with a feed arm reaching to the dish center, and the reflector frame is attached to a yoke on top of a rotating pedestal. The pedestal yaws continuously about a vertical revolute axis, and the dish elevates on a horizontal side revolute axis through about 10 to 80 degrees.",openai,gpt-5.4,high,50,sdk,Dish Pedestal,true
parabolic_dish_on_azimuth_elevation_mount_02,parabolic_dish_on_azimuth_elevation_mount,Parabolic dish on azimuth-elevation mount,"A ground-mounted tracking dish with a deep reflector and a rear truss-like support. The base is a short column with a turntable, and a side yoke carries the dish frame and feed horn assembly. The azimuth stage rotates about a vertical revolute axis with full sweep, and the elevation stage rotates about a transverse revolute axis through about 0 to 70 degrees.",openai,gpt-5.4,high,50,sdk,Dish Tracker,true
pet_door_flap_01,pet_door_flap,Pet door flap,"A small pet door insert with a rectangular frame and a hinged flap. The outer frame mounts to a wall or door panel opening, and a thin flap panel hangs from the frame top edge. The flap swings on a horizontal upper revolute axis through roughly +/-45 degrees.",openai,gpt-5.4,high,50,sdk,Pet Door Small,true
pet_door_flap_02,pet_door_flap,Pet door flap,A larger insulated pet flap with a thick outer frame and a clear central door panel. The flap is supported near its upper corners by pivot pins inside the frame hood. The flap rotates on a horizontal top revolute axis with about 90 degrees total swing.,openai,gpt-5.4,high,50,sdk,Pet Door Large,true
pickup_tailgate_01,pickup_tailgate,Pickup tailgate,"A pickup truck tailgate without the rest of the truck body. A wide rectangular tailgate panel fits between two short bed-side stubs, with hinge hardware at the bottom corners and a latch band along the top edge. The tailgate rotates downward on a lower transverse revolute axis through about 90 degrees.",openai,gpt-5.4,high,50,sdk,Pickup Tailgate Basic,true
pickup_tailgate_02,pickup_tailgate,Pickup tailgate,A modern pickup tailgate with a stamped outer panel and an inner framed surface. The panel is attached between simplified bed-side supports and has a broad top cap and side latch points. A bottom-edge revolute hinge lets the tailgate fold from vertical closed to horizontal open.,openai,gpt-5.4,high,50,sdk,Pickup Tailgate Modern,true
platform_cart_01,platform_cart,Platform cart,"A warehouse platform cart with a flat deck and four caster wheels. The rectangular deck sits low between corner caster mounts, and a push handle rises from one short end. Each caster wheel rotates continuously on its axle, and the front caster forks swivel about vertical revolute axes.",openai,gpt-5.4,high,50,sdk,Platform Cart Warehouse,true
platform_cart_02,platform_cart,Platform cart,"A fold-handle platform trolley with a steel deck and four small wheels. The rear handle is attached to the deck by two side hinges so it can fold flat, while the four caster assemblies sit near the corners underneath. The handle folds on two aligned revolute joints through about 90 degrees, the wheels spin continuously on their axles, and the caster forks swivel about vertical axes.",openai,gpt-5.4,high,50,sdk,Platform Cart Fold,true
playground_swing_01,playground_swing,Playground swing,A single-seat playground swing on an A-frame support. Two side frames and a top crossbeam support a flat seat suspended by two rigid hanger links or simplified rods. The seat hangs from two top revolute joints and swings in a vertical plane through about +/-45 degrees.,openai,gpt-5.4,high,50,sdk,Playground Swing Seat,true
playground_swing_02,playground_swing,Playground swing,"A tire-style playground swing suspended from a gantry frame. A horizontal top beam spans between side supports, and a circular tire seat hangs below on three evenly spaced rigid link hangers meeting at the top support points. Each hanger uses a top revolute support, allowing the tire assembly to swing as a pendulum with about +/-35 degrees motion.",openai,gpt-5.4,high,50,sdk,Playground Swing Tire,true
pump_bottle_01,pump_bottle,Pump bottle,"A soap dispenser pump bottle. A cylindrical bottle body supports a threaded neck with a pump collar, a vertical plunger stem, and a short spout head at the top. The plunger moves as a vertical prismatic slider with short downward travel, and the spout head may rotate continuously about the stem axis.",openai,gpt-5.4,high,50,sdk,Pump Bottle Soap,true
pump_bottle_02,pump_bottle,Pump bottle,"A lotion pump bottle with a square-shouldered container and a broad pump head. The bottle body is fixed, while the pump assembly at the neck includes a telescoping plunger and a nozzle head on top. The plunger is a short axial prismatic joint into the collar, and the nozzle head rotates about the vertical stem axis.",openai,gpt-5.4,high,50,sdk,Pump Bottle Lotion,true
range_hood_with_articulated_controls_01,range_hood_with_articulated_controls,Range hood with articulated controls,"A wall-mounted kitchen range hood with a tapered canopy and a front control strip. The main hood body is a tapered cover over a rectangular intake canopy, with two or three rotary control knobs spaced across the front panel. Each knob rotates continuously about its own front-to-back revolute axis.",openai,gpt-5.4,high,50,sdk,Range Hood Knobs,true
range_hood_with_articulated_controls_02,range_hood_with_articulated_controls,Range hood with articulated controls,A chimney-style kitchen range hood with a lower intake canopy and a tall upper chimney cover. A slim front control panel carries several push-buttons arranged in a row across the front face. Each button is a short prismatic plunger that moves normal to the panel with brief travel into the housing.,openai,gpt-5.4,high,50,sdk,Range Hood Buttons,true
refrigerator_with_hinged_doors_01,refrigerator_with_hinged_doors,Refrigerator with hinged doors,"A top-freezer refrigerator with separate upper and lower doors. A tall rectangular cabinet body supports a smaller freezer door above and a larger fresh-food door below, each mounted on one side. The two doors rotate on parallel vertical revolute hinge axes and each opens about 110 degrees.",openai,gpt-5.4,high,50,sdk,Fridge Top Freezer,true
refrigerator_with_hinged_doors_02,refrigerator_with_hinged_doors,Refrigerator with hinged doors,"A side-by-side refrigerator with two full-height doors. A wide cabinet body is split down the center, with a left and right door meeting at the middle seam and simple recessed handles on the outer edges. Each door swings on its own vertical revolute hinge axis through about 100 degrees.",openai,gpt-5.4,high,50,sdk,Fridge Side By Side,true
remote_weapon_station_01,remote_weapon_station,Remote weapon station,"A compact remote weapon station on a low pedestal. A rotating base supports an elevation cradle with a boxy sensor unit on one side and a machine-gun-like barrel assembly on the other, all protected by armored side plates. The base yaws continuously about a vertical revolute axis, and the weapon cradle pitches on a horizontal side axis through about -20 to +60 degrees.",openai,gpt-5.4,high,50,sdk,RWS Compact,true
