row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,scaffold_mode,label,design_audit
clamp_meter_001,clamp_meter_with_hinged_jaw_and_rotary_selector,Clamp meter with hinged jaw and rotary selector,"A handheld clamp meter with a C-shaped measuring jaw at the top, a pistol-grip body, a central rotary selector, a rear tilt stand, and three front buttons below the display. The upper jaw rotates open on a hinge at the top of the head, the selector dial rotates continuously about its center axis, the rear stand folds out on a lower horizontal hinge, and each front button is a separate small prismatic push control. Handheld electrician-tool scale.",openai,gpt-5.4,high,170,,strict,Clamp meter with rear stand,false
clamp_meter_002,clamp_meter_with_hinged_jaw_and_rotary_selector,Clamp meter with hinged jaw and rotary selector,"A compact HVAC clamp meter with a narrow split jaw, a trigger in the handle, a broad range dial, and two small mode buttons near the lower face. The clamp jaw rotates on a hinge pin at the head, the jaw-release trigger slides prismatically into the handle body, the range dial rotates continuously, and both mode buttons articulate independently as prismatic push buttons. Small service-tool scale.",openai,gpt-5.4,high,170,,strict,HVAC clamp meter with trigger,false
clamp_meter_003,clamp_meter_with_hinged_jaw_and_rotary_selector,Clamp meter with hinged jaw and rotary selector,"A heavy-duty power clamp meter with a wide circular jaw opening, a thick insulated body, a rear kickstand, and a front control bank with four rectangular buttons around a selector knob. The jaw rotates on a head hinge above the display, the selector knob rotates continuously on the face, the rear stand swings on a lower hinge, and all visible front buttons are separate small prismatic push controls. Handheld industrial meter scale.",openai,gpt-5.4,high,175,,strict,Heavy duty clamp meter,false
clamp_meter_004,clamp_meter_with_hinged_jaw_and_rotary_selector,Clamp meter with hinged jaw and rotary selector,"A slim clamp meter with a narrow hinged jaw, a short trigger under the head, a central function dial, and a side flashlight button above two front buttons. The jaw opens on a revolute hinge at the top of the instrument, the trigger slides prismatically into the upper handle, the dial rotates continuously, and the side and front buttons each move independently as small prismatic controls. Compact field-meter scale.",openai,gpt-5.4,high,170,,strict,Slim clamp meter with side button,false
clamp_meter_005,clamp_meter_with_hinged_jaw_and_rotary_selector,Clamp meter with hinged jaw and rotary selector,"A benchtop-sized clamp meter with a broad lower grip, a large upper jaw, a rotary selector, and a fold-out rear stand shaped like a shallow frame. The jaw rotates open on its upper hinge axis, the selector rotates continuously on the front panel, the rear stand folds outward on a lower hinge, and the hold, range, and light buttons press independently as separate prismatic controls. Large handheld test-instrument scale.",openai,gpt-5.4,high,175,,strict,Large clamp meter with frame stand,false
sharpener_001,desktop_pencil_sharpener_with_hand_crank_and_drawer,Desktop pencil sharpener with hand crank and drawer,"A desktop pencil sharpener with a boxy body, a side hand crank, a front shavings drawer, and a top size-selector knob above the pencil port. The crank rotates continuously on its side axle, the shavings drawer slides prismatically out from the front of the body, and the size-selector knob rotates continuously about its center axis. Desktop classroom scale.",openai,gpt-5.4,high,160,,strict,Boxy sharpener with size selector,false
sharpener_002,desktop_pencil_sharpener_with_hand_crank_and_drawer,Desktop pencil sharpener with hand crank and drawer,"A classroom pencil sharpener with a cast-looking housing, a long side crank with a spinner knob, a deep front waste drawer, and a small suction-base lock lever under the body. The crank rotates continuously on a side shaft, the drawer translates prismatically along the body depth, the crank handle knob spins continuously on its local axle, and the base lock lever rotates on a short side pivot. Desk-edge school-tool scale.",openai,gpt-5.4,high,165,,strict,Classroom sharpener with base lever,false
sharpener_003,desktop_pencil_sharpener_with_hand_crank_and_drawer,Desktop pencil sharpener with hand crank and drawer,"A compact office pencil sharpener with a rounded shell, a rear hand crank, a lower front tray, and a sliding sharpening-mode selector beside the entry hole. The crank rotates continuously at the back corner, the tray slides prismatically from the lower front of the housing, and the mode selector slides prismatically along a short guide next to the pencil opening. Small desktop scale.",openai,gpt-5.4,high,160,,strict,Compact sharpener with mode slider,false
sharpener_004,desktop_pencil_sharpener_with_hand_crank_and_drawer,Desktop pencil sharpener with hand crank and drawer,"A premium desktop sharpener with a rectangular body, a large side crank, a front drawer with a finger pull, and a circular point-adjustment dial around the pencil entry. The crank rotates continuously on its side hub, the shavings drawer slides prismatically out from the body, and the point-adjustment dial rotates continuously around the entry axis on the front face. Office-tool scale.",openai,gpt-5.4,high,160,,strict,Premium sharpener with point dial,false
sharpener_005,desktop_pencil_sharpener_with_hand_crank_and_drawer,Desktop pencil sharpener with hand crank and drawer,"A schoolhouse-style pencil sharpener with a tall body, a side crank, a pullout waste drawer, and a hinged dust flap covering the pencil opening. The crank rotates continuously on its supported side shaft, the drawer moves prismatically along the front-to-back axis, and the dust flap rotates upward on a small hinge above the entry port. Compact classroom scale.",openai,gpt-5.4,high,160,,strict,Schoolhouse sharpener with dust flap,false
weightbench_001,adjustable_weight_bench_with_hinged_backrest,Adjustable weight bench with hinged backrest,"An adjustable weight bench with a steel base frame, a hinged backrest pad, a smaller seat pad, a rear angle-support ladder, and front transport wheels. The backrest rotates on a transverse hinge above the main frame, the seat pad rotates on its own front hinge relative to the center frame, the support ladder rotates on a lower pivot at the rear of the bench, and the transport wheels spin continuously on their axle. Home-gym bench scale.",openai,gpt-5.4,high,175,,strict,Utility bench with support ladder,false
weightbench_002,adjustable_weight_bench_with_hinged_backrest,Adjustable weight bench with hinged backrest,"A flat-incline utility weight bench with a rectangular base, split backrest and seat pads, a rear support arm, and a front carry handle between two small wheels. The backrest pivots upward on a horizontal hinge at the seat junction, the seat pivots on a separate hinge at its front support, the rear support arm rotates on a lower frame pivot, and both front wheels rotate continuously on their axle mounts. Compact home-gym scale.",openai,gpt-5.4,high,175,,strict,Flat incline bench with support arm,false
weightbench_003,adjustable_weight_bench_with_hinged_backrest,Adjustable weight bench with hinged backrest,"A heavier adjustable weight bench with a wide rear base, a long back pad, a short seat pad, and a stepped rear brace that supports multiple incline positions. The back pad rotates on its main transverse hinge, the seat pad rotates on its own hinge ahead of the backrest joint, the stepped rear brace rotates on a lower frame pivot as one supported member, and the transport wheels spin continuously on their front axle. Garage-gym bench scale.",openai,gpt-5.4,high,180,,strict,Heavy bench with stepped rear brace,false
weightbench_004,adjustable_weight_bench_with_hinged_backrest,Adjustable weight bench with hinged backrest,"An adjustable decline bench with a hinged backrest, an articulated seat pad, a front leg-roller assembly, and small rear transport wheels under the frame. The backrest rotates on a central horizontal hinge, the seat pad rotates on its own forward hinge, the paired leg rollers spin continuously on their horizontal support axle, and the transport wheels rotate continuously on the rear axle. Full home-workout bench scale.",openai,gpt-5.4,high,180,,strict,Decline bench with leg rollers,false
weightbench_005,adjustable_weight_bench_with_hinged_backrest,Adjustable weight bench with hinged backrest,"A folding adjustable weight bench with a low tubular frame, a split seat and backrest, a rear support link, and front transport wheels tucked under the front crossmember. The backrest pivots on a transverse hinge relative to the center frame, the seat pivots on its own hinge ahead of the backrest, the rear support link rotates on a lower frame pivot, and the front transport wheels spin continuously on their axle. Compact apartment-gym scale.",openai,gpt-5.4,high,175,,strict,Folding bench with support link,false
