row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,scaffold_mode,label
overbed_table_011,overbed_table,Overbed table,"A bariatric overbed table with a wide H-base on casters, twin lift posts, a broad meal tray, and a release paddle below the work surface, plus a chart clip bar at the tray edge. the two lift posts clearly support the same tray assembly as matched members, and the clip bar is carried by two short supports instead of being fused into the top surface. Both inner lift posts slide prismatically within their outer columns, the tray tilts on a transverse hinge at the top carriage, and all four casters spin continuously on their axles, and the clip bar rotates on a narrow hinge line along the tray rim. Wide patient-room scale.",openai,gpt-5.4,high,170,,strict,a bariatric overbed table with a 3-3
overbed_table_012,overbed_table,Overbed table,"A bariatric overbed table with a wide H-base on casters, twin lift posts, a broad meal tray, and a release paddle below the work surface, plus a low foot-operated brake bar across the base. the two lift posts clearly support the same tray assembly as matched members, and the brake bar bridges the lower frame rails as a real supported part. Both inner lift posts slide prismatically within their outer columns, the tray tilts on a transverse hinge at the top carriage, and all four casters spin continuously on their axles, and the brake bar rotates on short pivots at the base frame. Wide patient-room scale.",openai,gpt-5.4,high,170,,strict,a bariatric overbed table with a 3-4
overbed_table_013,overbed_table,Overbed table,"A rehabilitation overbed table with a U-shaped mobile base, a single mast, a split-top work surface, and a side tilt-release handle, plus locking casters at the base corners. the smaller side wing shares the same support head as the main top instead of floating beside it, and the wheel forks remain individually visible under the base frame. The mast slides prismatically for height adjustment, the main top rotates on a horizontal hinge at the head, and the four base casters spin continuously on their axles, and the caster lock tabs rotate on their small local pivots. Therapy-room table scale.",openai,gpt-5.4,high,170,,strict,a rehabilitation overbed table with a 4-1
overbed_table_014,overbed_table,Overbed table,"A rehabilitation overbed table with a U-shaped mobile base, a single mast, a split-top work surface, and a side tilt-release handle, plus a smaller reading wing beside the main top. the smaller side wing shares the same support head as the main top instead of floating beside it, and the secondary wing is mounted on a short support bracket at the tray edge. The mast slides prismatically for height adjustment, the main top rotates on a horizontal hinge at the head, and the four base casters spin continuously on their axles, and the reading wing rotates on its own short hinge beside the main top. Therapy-room table scale.",openai,gpt-5.4,high,170,,strict,a rehabilitation overbed table with a 4-2
overbed_table_015,overbed_table,Overbed table,"A rehabilitation overbed table with a U-shaped mobile base, a single mast, a split-top work surface, and a side tilt-release handle, plus a chart clip bar at the tray edge. the smaller side wing shares the same support head as the main top instead of floating beside it, and the clip bar is carried by two short supports instead of being fused into the top surface. The mast slides prismatically for height adjustment, the main top rotates on a horizontal hinge at the head, and the four base casters spin continuously on their axles, and the clip bar rotates on a narrow hinge line along the tray rim. Therapy-room table scale.",openai,gpt-5.4,high,170,,strict,a rehabilitation overbed table with a 4-3
overbed_table_016,overbed_table,Overbed table,"A rehabilitation overbed table with a U-shaped mobile base, a single mast, a split-top work surface, and a side tilt-release handle, plus a low foot-operated brake bar across the base. the smaller side wing shares the same support head as the main top instead of floating beside it, and the brake bar bridges the lower frame rails as a real supported part. The mast slides prismatically for height adjustment, the main top rotates on a horizontal hinge at the head, and the four base casters spin continuously on their axles, and the brake bar rotates on short pivots at the base frame. Therapy-room table scale.",openai,gpt-5.4,high,170,,strict,a rehabilitation overbed table with a 4-4
overbed_table_017,overbed_table,Overbed table,"A compact laptop-style overbed table with a narrow offset base, a slender telescoping column, a rectangular top, and a front retaining lip, plus locking casters at the base corners. the support head keeps the top centered over the column rather than cantilevering from a hidden arm, and the wheel forks remain individually visible under the base frame. The column slides prismatically in its outer sleeve, the top tilts on a horizontal hinge at the support head, and the swivel casters rotate continuously on their wheel axles, and the caster lock tabs rotate on their small local pivots. Small bedside workstation scale.",openai,gpt-5.4,high,170,,strict,a compact laptop style overbed table 5-1
overbed_table_018,overbed_table,Overbed table,"A compact laptop-style overbed table with a narrow offset base, a slender telescoping column, a rectangular top, and a front retaining lip, plus a smaller reading wing beside the main top. the support head keeps the top centered over the column rather than cantilevering from a hidden arm, and the secondary wing is mounted on a short support bracket at the tray edge. The column slides prismatically in its outer sleeve, the top tilts on a horizontal hinge at the support head, and the swivel casters rotate continuously on their wheel axles, and the reading wing rotates on its own short hinge beside the main top. Small bedside workstation scale.",openai,gpt-5.4,high,170,,strict,a compact laptop style overbed table 5-2
overbed_table_019,overbed_table,Overbed table,"A compact laptop-style overbed table with a narrow offset base, a slender telescoping column, a rectangular top, and a front retaining lip, plus a chart clip bar at the tray edge. the support head keeps the top centered over the column rather than cantilevering from a hidden arm, and the clip bar is carried by two short supports instead of being fused into the top surface. The column slides prismatically in its outer sleeve, the top tilts on a horizontal hinge at the support head, and the swivel casters rotate continuously on their wheel axles, and the clip bar rotates on a narrow hinge line along the tray rim. Small bedside workstation scale.",openai,gpt-5.4,high,170,,strict,a compact laptop style overbed table 5-3
overbed_table_020,overbed_table,Overbed table,"A compact laptop-style overbed table with a narrow offset base, a slender telescoping column, a rectangular top, and a front retaining lip, plus a low foot-operated brake bar across the base. the support head keeps the top centered over the column rather than cantilevering from a hidden arm, and the brake bar bridges the lower frame rails as a real supported part. The column slides prismatically in its outer sleeve, the top tilts on a horizontal hinge at the support head, and the swivel casters rotate continuously on their wheel axles, and the brake bar rotates on short pivots at the base frame. Small bedside workstation scale.",openai,gpt-5.4,high,170,,strict,a compact laptop style overbed table 5-4
overbed_table_021,overbed_table,Overbed table,"A pneumatic-lift overbed table with a rolling C-base, a rectangular tray, a gas-spring column cover, and a paddle release beneath the right side, plus locking casters at the base corners. the support stack stays visibly nested rather than collapsing into one solid post, and the wheel forks remain individually visible under the base frame. The lift column slides prismatically within the outer sleeve, the tray rotates on a tilt hinge at the column head, the release paddle rotates on a short pivot, and the four casters spin continuously on their axles, and the caster lock tabs rotate on their small local pivots. Clinical room scale.",openai,gpt-5.4,high,170,,strict,a pneumatic lift overbed table with 6-1
overbed_table_022,overbed_table,Overbed table,"A pneumatic-lift overbed table with a rolling C-base, a rectangular tray, a gas-spring column cover, and a paddle release beneath the right side, plus a smaller reading wing beside the main top. the support stack stays visibly nested rather than collapsing into one solid post, and the secondary wing is mounted on a short support bracket at the tray edge. The lift column slides prismatically within the outer sleeve, the tray rotates on a tilt hinge at the column head, the release paddle rotates on a short pivot, and the four casters spin continuously on their axles, and the reading wing rotates on its own short hinge beside the main top. Clinical room scale.",openai,gpt-5.4,high,170,,strict,a pneumatic lift overbed table with 6-2
overbed_table_023,overbed_table,Overbed table,"A pneumatic-lift overbed table with a rolling C-base, a rectangular tray, a gas-spring column cover, and a paddle release beneath the right side, plus a chart clip bar at the tray edge. the support stack stays visibly nested rather than collapsing into one solid post, and the clip bar is carried by two short supports instead of being fused into the top surface. The lift column slides prismatically within the outer sleeve, the tray rotates on a tilt hinge at the column head, the release paddle rotates on a short pivot, and the four casters spin continuously on their axles, and the clip bar rotates on a narrow hinge line along the tray rim. Clinical room scale.",openai,gpt-5.4,high,170,,strict,a pneumatic lift overbed table with 6-3
overbed_table_024,overbed_table,Overbed table,"A pneumatic-lift overbed table with a rolling C-base, a rectangular tray, a gas-spring column cover, and a paddle release beneath the right side, plus a low foot-operated brake bar across the base. the support stack stays visibly nested rather than collapsing into one solid post, and the brake bar bridges the lower frame rails as a real supported part. The lift column slides prismatically within the outer sleeve, the tray rotates on a tilt hinge at the column head, the release paddle rotates on a short pivot, and the four casters spin continuously on their axles, and the brake bar rotates on short pivots at the base frame. Clinical room scale.",openai,gpt-5.4,high,170,,strict,a pneumatic lift overbed table with 6-4
film_clapperboard_with_hinged_slate_001,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,A standard film clapperboard with a rectangular writing board and a striped top clapper arm spanning the upper edge. The board is a rigid handheld slate with a clear top hinge bracket running across the width. The clapper arm rotates on a full-width horizontal revolute hinge along the top edge of the board. Handheld prop scale.,openai,gpt-5.4,high,140,,strict,standard film clapperboard
film_clapperboard_with_hinged_slate_002,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A dry-erase production clapperboard with a glossy white board, a broad striped clapstick, and a metal hinge strap across the top. The writing board and hinge strap stay visibly distinct so the top mechanism reads as a supported assembly. The clapstick rotates on a horizontal revolute hinge mounted along the top edge of the board. Handheld set-prop scale.",openai,gpt-5.4,high,140,,strict,dry erase clapperboard
film_clapperboard_with_hinged_slate_003,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A black acrylic clapperboard with a matte writing face, a narrow clapstick, and a slim aluminum hinge rail at the top. The board remains a thin flat panel rather than a thick block, with the hinge rail visibly carrying the clapstick. The clapstick rotates on a horizontal revolute hinge along the top edge. Handheld slate scale.",openai,gpt-5.4,high,140,,strict,black acrylic slate
film_clapperboard_with_hinged_slate_004,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A rehearsal clapperboard with a compact rectangular slate, a striped clapstick, and a short marker clip on one side frame. The marker clip is mounted to the slate edge as a separate supported part rather than molded into the board. The clapstick rotates on a horizontal hinge at the top edge. Small rehearsal-room prop scale.",openai,gpt-5.4,high,140,,strict,rehearsal slate with clip
film_clapperboard_with_hinged_slate_005,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A director's dry-erase clapperboard with a wide board, a thick clapstick, and a small marker tray along the lower edge. The tray is carried as a separate lip under the board instead of flattening into the panel. The clapstick rotates on a horizontal hinge spanning the board width. Handheld stage-and-screen prop scale.",openai,gpt-5.4,high,140,,strict,directors slate tray
film_clapperboard_with_hinged_slate_006,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,A compact insert clapperboard with a narrow writing board and a short striped clapstick above it. The clapstick is mounted on a visible top hinge rail that stays aligned with the slim board. The clapstick rotates on a horizontal revolute hinge at the top edge of the board. Small handheld insert-shot scale.,openai,gpt-5.4,high,140,,strict,compact insert clapper
film_clapperboard_with_hinged_slate_007,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A timecode film slate with a rectangular writing board, a striped top clapstick, and a slim digital display housing mounted beneath the hinge line. The display housing is a distinct part attached to the board top, not a printed surface. The clapstick rotates on a full-width horizontal hinge, and the timecode setting buttons articulate independently as small prismatic push controls. Handheld production-slate scale.",openai,gpt-5.4,high,140,,strict,timecode slate buttons
film_clapperboard_with_hinged_slate_008,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A smart clapperboard with a broad whiteboard face, a striped clapstick, a digital timecode module, and a rear battery-door panel in the electronics housing. The electronics housing sits as a separate top module between the board and clapstick. The clapstick rotates on a horizontal hinge, and the rear battery door rotates on a small hinge in the timecode housing. Professional set-slate scale.",openai,gpt-5.4,high,140,,strict,smart slate battery door
film_clapperboard_with_hinged_slate_009,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A music-video clapperboard with a glossy acrylic board, a wide clapstick, and three small timecode buttons on the top electronics strip. The control strip remains a real supported housing above the board face. The clapstick rotates on a horizontal top hinge, and the three small buttons depress independently as prismatic push controls. Handheld production prop scale.",openai,gpt-5.4,high,140,,strict,music video smart slate
film_clapperboard_with_hinged_slate_010,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A line-up clapperboard with a tall white writing board, a narrow clapstick, and a small marker clip fixed to one side edge. The marker clip is mounted as a separate fitted part on the slate frame rather than drawn on the board. The clapstick rotates on a horizontal hinge across the top edge of the board. Handheld slate scale.",openai,gpt-5.4,high,140,,strict,lineup slate marker clip
film_clapperboard_with_hinged_slate_011,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A full-size cinema clapperboard with a rectangular slate panel, a thick striped clapstick, and a narrow chalk tray along the bottom edge. The tray stays visibly attached under the board instead of being painted onto the face. The clapstick rotates on a horizontal revolute hinge at the top edge. Cinema-set handheld scale.",openai,gpt-5.4,high,140,,strict,cinema chalk tray slate
film_clapperboard_with_hinged_slate_012,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A script-supervisor slate with a dry-erase board, a striped clapstick, and a side marker loop attached near the upper corner. The marker loop remains a real attached fitting rather than a decal or cutout. The clapstick rotates on a horizontal top hinge. Handheld script desk scale.",openai,gpt-5.4,high,140,,strict,script supervisor slate
film_clapperboard_with_hinged_slate_013,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A transparent acrylic clapperboard with a clear board, a black-and-white clapstick, and a slim metal hinge beam across the top. The hinge beam visibly bridges the board width as the support for the clapstick. The clapstick rotates on a horizontal revolute hinge along the beam. Handheld prop scale.",openai,gpt-5.4,high,140,,strict,transparent acrylic clapper
film_clapperboard_with_hinged_slate_014,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A compact digital slate with a dry-erase board, a broad clapstick, a top timecode housing, and a small power rocker at one side of the housing. The rocker remains a separate supported control in the electronics module. The clapstick rotates on a horizontal hinge and the power rocker rotates on a short local pivot. Handheld timecode slate scale.",openai,gpt-5.4,high,140,,strict,digital slate power rocker
film_clapperboard_with_hinged_slate_015,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A television-production slate with a wide whiteboard face, a striped clapstick, and a low electronics strip carrying a pair of menu buttons. The menu buttons are discrete parts mounted in the strip under the clapstick. The clapstick rotates on a full-width horizontal hinge, and the two menu buttons move independently as small prismatic push controls. Broadcast set-prop scale.",openai,gpt-5.4,high,140,,strict,tv slate menu buttons
film_clapperboard_with_hinged_slate_016,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A narrow rehearsal-room clapperboard with a matte black board, a lightweight clapstick, and a small lower chalk ledge. The clapstick is supported by a top hinge rail that spans the full board width. The clapstick rotates on a horizontal revolute hinge at the top edge. Small handheld rehearsal scale.",openai,gpt-5.4,high,140,,strict,narrow rehearsal clapper
film_clapperboard_with_hinged_slate_017,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A production clapperboard with a white writing board, a thick clapstick, and a small hinged ID-window cover on the electronics strip. The ID-window cover is a real flap carried by the top strip instead of a printed rectangle. The clapstick rotates on a horizontal top hinge, and the ID-window cover rotates on a small hinge along one edge. Handheld production-slate scale.",openai,gpt-5.4,high,140,,strict,id window cover slate
film_clapperboard_with_hinged_slate_018,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A weathered location slate with a rectangular board, a striped clapstick, and a simple metal hinge assembly with exposed side cheeks. The side cheeks visibly support the clapstick rather than hiding the hinge in the board thickness. The clapstick rotates on a horizontal revolute hinge across the top edge. Handheld location-prop scale.",openai,gpt-5.4,high,140,,strict,weathered location slate
film_clapperboard_with_hinged_slate_019,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A digital assistant-camera slate with a broad board, a striped clapstick, a timecode display window, and four small setting buttons below the display. The display window and button bank stay visibly separate from the board surface. The clapstick rotates on a horizontal top hinge, and the four setting buttons each depress independently as prismatic push controls. Handheld crew-tool scale.",openai,gpt-5.4,high,140,,strict,ac slate four buttons
film_clapperboard_with_hinged_slate_020,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A compact documentary slate with a whiteboard face, a short clapstick, and a marker clip fixed to the back edge of the board. The clip is mounted as a separate wire or molded bracket attached to the board body. The clapstick rotates on a horizontal top hinge. Handheld documentary-scale prop.",openai,gpt-5.4,high,140,,strict,documentary slate clip
film_clapperboard_with_hinged_slate_021,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A full-width cinema slate with a black board, a bold striped clapstick, and a rear battery compartment built into the timecode housing. The battery compartment remains a distinct back panel in the top module. The clapstick rotates on a horizontal hinge, and the battery compartment door rotates on a small rear hinge. Handheld set-slate scale.",openai,gpt-5.4,high,140,,strict,cinema slate battery compartment
film_clapperboard_with_hinged_slate_022,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A dry-erase camera slate with a rectangular board, a clapstick with beveled ends, and a narrow lower tray for a marker and eraser. The lower tray is a separate supported shelf along the board bottom edge. The clapstick rotates on a horizontal revolute hinge spanning the board width. Handheld on-set scale.",openai,gpt-5.4,high,140,,strict,camera slate lower tray
film_clapperboard_with_hinged_slate_023,film_clapperboard_with_hinged_slate,Film clapperboard with hinged slate,"A smart production slate with a wide board, a striped clapstick, a top timecode module, and a small side sync-port cover. The port cover is a real hinged flap in the electronics housing. The clapstick rotates on a horizontal top hinge and the sync-port cover rotates on a tiny side hinge. Handheld production-slate scale.",openai,gpt-5.4,high,140,,strict,smart slate port cover
blimp_001,blimp,Blimp,"An advertising blimp with a cigar-shaped envelope, an underslung gondola, twin side engine nacelles, and a cruciform tail, plus a small wheeled landing gear under the gondola. the cabin and nacelles are clearly mounted below and beside the envelope instead of merging into it, and the gear remains a real supported undercarriage attached to the gondola structure. Each propeller rotates continuously on its local shaft axis, the rudder rotates on a vertical hinge at the tail, and the horizontal tail elevators rotate on horizontal tail hinges, and the landing wheels rotate continuously on their axle. Airfield blimp scale.",openai,gpt-5.4,high,170,,strict,an advertising blimp with a cigar 1-1
blimp_002,blimp,Blimp,"An advertising blimp with a cigar-shaped envelope, an underslung gondola, twin side engine nacelles, and a cruciform tail, plus vectoring engine pylons beside the gondola. the cabin and nacelles are clearly mounted below and beside the envelope instead of merging into it, and the engine pods stay visibly carried by those pylons. Each propeller rotates continuously on its local shaft axis, the rudder rotates on a vertical hinge at the tail, and the horizontal tail elevators rotate on horizontal tail hinges, and the engine pods rotate on short pivots at the pylon ends. Airfield blimp scale.",openai,gpt-5.4,high,170,,strict,an advertising blimp with a cigar 1-2
blimp_003,blimp,Blimp,"An advertising blimp with a cigar-shaped envelope, an underslung gondola, twin side engine nacelles, and a cruciform tail, plus a rear mooring wheel under the gondola tail. the cabin and nacelles are clearly mounted below and beside the envelope instead of merging into it, and the wheel sits in a short support fork under the cabin. Each propeller rotates continuously on its local shaft axis, the rudder rotates on a vertical hinge at the tail, and the horizontal tail elevators rotate on horizontal tail hinges, and the mooring wheel rotates continuously on its small axle. Airfield blimp scale.",openai,gpt-5.4,high,170,,strict,an advertising blimp with a cigar 1-3
blimp_004,blimp,Blimp,"A sightseeing blimp with a streamlined main envelope, a long passenger cabin, and one propeller pod mounted on each side near the cabin, plus a small wheeled landing gear under the gondola. the tail keeps a real cruciform fin arrangement at the rear of the hull, and the gear remains a real supported undercarriage attached to the gondola structure. The two propellers spin continuously on their shaft axes, the rudder pivots on a vertical tail hinge, and the elevators pivot on horizontal hinges at the tailplane roots, and the landing wheels rotate continuously on their axle. Passenger airship scale.",openai,gpt-5.4,high,170,,strict,a sightseeing blimp with a streamlined 2-1
blimp_005,blimp,Blimp,"A sightseeing blimp with a streamlined main envelope, a long passenger cabin, and one propeller pod mounted on each side near the cabin, plus vectoring engine pylons beside the gondola. the tail keeps a real cruciform fin arrangement at the rear of the hull, and the engine pods stay visibly carried by those pylons. The two propellers spin continuously on their shaft axes, the rudder pivots on a vertical tail hinge, and the elevators pivot on horizontal hinges at the tailplane roots, and the engine pods rotate on short pivots at the pylon ends. Passenger airship scale.",openai,gpt-5.4,high,170,,strict,a sightseeing blimp with a streamlined 2-2
blimp_006,blimp,Blimp,"A sightseeing blimp with a streamlined main envelope, a long passenger cabin, and one propeller pod mounted on each side near the cabin, plus a rear mooring wheel under the gondola tail. the tail keeps a real cruciform fin arrangement at the rear of the hull, and the wheel sits in a short support fork under the cabin. The two propellers spin continuously on their shaft axes, the rudder pivots on a vertical tail hinge, and the elevators pivot on horizontal hinges at the tailplane roots, and the mooring wheel rotates continuously on its small axle. Passenger airship scale.",openai,gpt-5.4,high,170,,strict,a sightseeing blimp with a streamlined 2-3
blimp_007,blimp,Blimp,"A utility blimp with a thick envelope, a compact gondola, twin engine pods, and a boxy tail cruciform, plus a small wheeled landing gear under the gondola. the gondola hangs from visible support struts below the hull centerline, and the gear remains a real supported undercarriage attached to the gondola structure. The propellers rotate continuously on their pod shafts, the rudder rotates on a vertical hinge line in the rear fin, and the elevators rotate on horizontal hinges in the tailplanes, and the landing wheels rotate continuously on their axle. Workhorse airship scale.",openai,gpt-5.4,high,170,,strict,a utility blimp with a thick 3-1
blimp_008,blimp,Blimp,"A utility blimp with a thick envelope, a compact gondola, twin engine pods, and a boxy tail cruciform, plus vectoring engine pylons beside the gondola. the gondola hangs from visible support struts below the hull centerline, and the engine pods stay visibly carried by those pylons. The propellers rotate continuously on their pod shafts, the rudder rotates on a vertical hinge line in the rear fin, and the elevators rotate on horizontal hinges in the tailplanes, and the engine pods rotate on short pivots at the pylon ends. Workhorse airship scale.",openai,gpt-5.4,high,170,,strict,a utility blimp with a thick 3-2
blimp_009,blimp,Blimp,"A utility blimp with a thick envelope, a compact gondola, twin engine pods, and a boxy tail cruciform, plus a rear mooring wheel under the gondola tail. the gondola hangs from visible support struts below the hull centerline, and the wheel sits in a short support fork under the cabin. The propellers rotate continuously on their pod shafts, the rudder rotates on a vertical hinge line in the rear fin, and the elevators rotate on horizontal hinges in the tailplanes, and the mooring wheel rotates continuously on its small axle. Workhorse airship scale.",openai,gpt-5.4,high,170,,strict,a utility blimp with a thick 3-3
blimp_010,blimp,Blimp,"A surveillance blimp with a long envelope, a small sensor gondola, and side-mounted engine nacelles aft of the cabin, plus a small wheeled landing gear under the gondola. the tail assembly remains visibly separate with distinct vertical and horizontal control surfaces, and the gear remains a real supported undercarriage attached to the gondola structure. The engine propellers spin continuously on their local axes, the rudder rotates on its vertical hinge, and the elevators rotate on horizontal tail hinges, and the landing wheels rotate continuously on their axle. Observation airship scale.",openai,gpt-5.4,high,170,,strict,a surveillance blimp with a long 4-1
blimp_011,blimp,Blimp,"A surveillance blimp with a long envelope, a small sensor gondola, and side-mounted engine nacelles aft of the cabin, plus vectoring engine pylons beside the gondola. the tail assembly remains visibly separate with distinct vertical and horizontal control surfaces, and the engine pods stay visibly carried by those pylons. The engine propellers spin continuously on their local axes, the rudder rotates on its vertical hinge, and the elevators rotate on horizontal tail hinges, and the engine pods rotate on short pivots at the pylon ends. Observation airship scale.",openai,gpt-5.4,high,170,,strict,a surveillance blimp with a long 4-2
blimp_012,blimp,Blimp,"A surveillance blimp with a long envelope, a small sensor gondola, and side-mounted engine nacelles aft of the cabin, plus a rear mooring wheel under the gondola tail. the tail assembly remains visibly separate with distinct vertical and horizontal control surfaces, and the wheel sits in a short support fork under the cabin. The engine propellers spin continuously on their local axes, the rudder rotates on its vertical hinge, and the elevators rotate on horizontal tail hinges, and the mooring wheel rotates continuously on its small axle. Observation airship scale.",openai,gpt-5.4,high,170,,strict,a surveillance blimp with a long 4-3
