row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,scaffold_mode,label,design_audit
dishwasher_plus15_11,dishwasher_with_dropdown_door_and_sliding_racks,Dishwasher with dropdown door and sliding racks,"A bar dishwasher with a blunt rectangular body, a heavy dropdown door, an upper cup rack above a lower dish rack, and a front panel with a timer dial and three rocker switches. The door rotates on a bottom hinge, both racks slide prismatically on stiff side guides, and the upper and lower wash arms rotate continuously inside the chamber. The timer dial rotates continuously, all three rocker switches pivot independently, and the inner-door detergent flap opens on a small hinge. Keep the chamber as a believable hollow stainless cavity with open rack volume. Commercial undercounter scale.",openai,gpt-5.4,high,190,,strict,Bar dishwasher with timer dial and rockers,false
dishwasher_plus15_12,dishwasher_with_dropdown_door_and_sliding_racks,Dishwasher with dropdown door and sliding racks,"A contemporary built-in dishwasher with a concealed top strip, two sliding racks, and twin fold-down mug shelves integrated into the upper rack. The dropdown door rotates on a lower horizontal hinge, both racks slide prismatically on their side rails, and the two spray arms rotate continuously on central hubs in the tub. The mug shelves rotate on matched side pivots, the start button and three option buttons on the top strip are separate small prismatic push buttons, and the rinse-aid cap on the door liner rotates continuously. The tub and door interior should remain thin-walled and hollow. Standard kitchen scale.",openai,gpt-5.4,high,185,,strict,Concealed strip with twin mug shelves,false
dishwasher_plus15_13,dishwasher_with_dropdown_door_and_sliding_racks,Dishwasher with dropdown door and sliding racks,"A premium dishwasher with a stainless door, a narrow third tray, a deep lower rack, and a wide hidden control band with a dial at one side and a row of preset buttons. The door rotates downward on a bottom hinge, the tray and both racks slide prismatically on their own guides, and the lower and upper spray arms rotate continuously within the tub. The dial rotates continuously, each preset button is an independent prismatic push button, and a fold-down glass rack on the upper level rotates on small side pivots. The interior should read as a tall hollow wash tub rather than a solid enclosure. Full built-in scale.",openai,gpt-5.4,high,190,,strict,Premium dishwasher with preset band,false
dishwasher_plus15_14,dishwasher_with_dropdown_door_and_sliding_racks,Dishwasher with dropdown door and sliding racks,"A built-in dishwasher with a squared front, a dropdown door, upper and lower sliding racks, and a short drying vent flap at the inner top edge of the door liner beneath a slim control strip. The door rotates downward on a lower hinge, both racks slide prismatically on side rails, and the upper and lower spray arms rotate continuously on their hubs inside the tub. The small vent flap rotates on a narrow hinge, the cycle knob rotates continuously, and the visible option buttons articulate independently as small prismatic push controls. The tub should stay clearly hollow with open rack structure and believable thin shell walls. Domestic kitchen scale.",openai,gpt-5.4,high,185,,strict,Door edge vent flap and option strip,false
dishwasher_plus15_15,dishwasher_with_dropdown_door_and_sliding_racks,Dishwasher with dropdown door and sliding racks,"A heavy-duty household dishwasher with a broad door, two large sliding racks, a shallow utensil tray, and a front control fascia carrying two dials plus three rectangular buttons. The door rotates on a bottom hinge, all three rack levels slide prismatically on supported rails, and the lower and upper spray arms rotate continuously on central vertical supports. Both dials rotate continuously, the three buttons move independently as small prismatic push controls, and a pair of fold-down plate-support wings on the lower rack rotate on matched pivots. The wash chamber must read as an open hollow interior rather than a solid block. Full kitchen appliance scale.",openai,gpt-5.4,high,190,,strict,Heavy duty fascia with twin dials,false
air_fryer_plus15_01,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A squat manual air fryer with a rounded body, a pullout basket drawer, a perforated inner basket, and a top cap carrying a temperature dial, a timer dial, and a separate power button. The drawer slides prismatically out from the lower front, both dials rotate continuously on their own axes, and the power button is a small prismatic push control on the top cap. A safety release button on the basket handle moves prismatically into the handle body. The basket, drawer shell, and cooking cavity should read as thin-wall hollow parts with real open volume rather than solid blocks. Compact countertop scale.",openai,gpt-5.4,high,175,,strict,Manual round fryer with top cap controls,false
air_fryer_plus15_02,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A tall digital air fryer with a square body, a deep front basket drawer, a glossy display band, and a central selector knob surrounded by six preset buttons. The drawer slides prismatically along the body depth axis, the selector knob rotates continuously about its center axis, and all six preset buttons articulate independently as small prismatic push controls. The release button on top of the basket handle moves prismatically along its local press axis. The basket and chamber above it must stay visibly hollow and open rather than reading as a filled solid mass. Countertop family-appliance scale.",openai,gpt-5.4,high,175,,strict,Square digital fryer with selector knob,false
air_fryer_plus15_03,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A retro stainless air fryer with a broad front basket, a curved top housing, and a front panel carrying a timer dial, a temperature dial, and a small side power rocker. The drawer moves prismatically out from the front of the shell, both dials rotate continuously, and the power rocker pivots independently on a short side hinge. A release latch at the basket handle slides prismatically to free the inner basket. Keep the basket and cooking chamber as believable hollow appliance shells with real food space inside. Countertop appliance scale.",openai,gpt-5.4,high,175,,strict,Retro stainless fryer with rocker,false
air_fryer_plus15_04,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A large family air fryer with a squared body, a wide pullout basket drawer, and a sloped upper control panel carrying a central selector knob and four distinct preset buttons. The drawer slides prismatically on internal side guides, the selector knob rotates continuously, and the four preset buttons are separate small prismatic push controls. The basket-handle latch button moves prismatically along its press axis. The basket shell, outer drawer shell, and hot-air chamber should all remain visibly hollow with open internal volume. Large countertop scale.",openai,gpt-5.4,high,175,,strict,Family fryer with sloped control panel,false
air_fryer_plus15_05,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A windowed air fryer with a tall rectangular body, a basket drawer with a small front viewing window, and a right-side control pod carrying two dials and three separate buttons. The basket drawer slides prismatically out from the body, both dials rotate continuously, and all three buttons articulate independently as small prismatic push buttons. The release button at the basket handle slides prismatically within the handle housing. Keep the basket, drawer, and cavity above them as thin-wall hollow parts with visible cooking volume rather than solid blocks. Kitchen countertop scale.",openai,gpt-5.4,high,175,,strict,Windowed fryer with side control pod,false
air_fryer_plus15_06,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A low-profile air fryer with a broad drawer front, a deep rectangular basket, and a narrow front control strip with a browning dial beside two mode buttons. The basket drawer slides prismatically along the body depth axis, the browning dial rotates continuously, and both mode buttons are separate small prismatic push controls. A release plunger at the basket handle moves prismatically to unlock the inner basket. The basket and cooking cavity should read as real hollow shells with thin walls and open food space. Compact wide countertop scale.",openai,gpt-5.4,high,170,,strict,Low profile fryer with browning dial,false
air_fryer_plus15_07,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A cylindrical matte-finish air fryer with a rounded body, a short basket drawer, and a top control tower carrying a temperature dial, a time dial, and a keep-warm button. The drawer slides prismatically from the lower front of the body, both dials rotate continuously, and the keep-warm button is a small prismatic push control. The basket handle release button slides prismatically into the handle top. The basket, drawer, and heating cavity should remain clearly hollow instead of reading as one solid cylinder. Small appliance scale.",openai,gpt-5.4,high,170,,strict,Cylindrical fryer with top control tower,false
air_fryer_plus15_08,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A stainless digital air fryer with a flush front display, a single large basket drawer, and a control cluster made of a jog dial plus start and stop buttons below the display. The drawer slides prismatically out from the body, the jog dial rotates continuously, and the start and stop buttons are separate prismatic push controls. A latch button at the basket handle moves prismatically to release the basket insert. The inner basket and hot-air chamber should be visibly hollow with believable shell thickness and open cooking volume. Countertop scale.",openai,gpt-5.4,high,175,,strict,Stainless digital fryer with jog dial,false
air_fryer_plus15_09,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A compact mini air fryer with a rounded square shell, a shallow pullout basket, and a simple control layout with a top timer knob, a side power rocker, and one front program button. The basket drawer slides prismatically out from the lower front, the timer knob rotates continuously, the side rocker pivots on a short hinge, and the front program button is a small prismatic push control. The release button on the basket handle slides prismatically into the handle. The basket and cooking cavity must read as real hollow parts rather than solid blocks. Small apartment-kitchen scale.",openai,gpt-5.4,high,170,,strict,Mini fryer with timer knob and rocker,false
air_fryer_plus15_10,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A wide air fryer with a large basket drawer, a fixed internal divider plate, and a front panel carrying a selector knob plus five rectangular program buttons. The drawer slides prismatically on internal guides, the selector knob rotates continuously, and all five program buttons articulate independently as small prismatic push controls. A release latch at the basket handle moves prismatically to free the removable basket shell. The basket and chamber should remain visibly hollow with a believable internal cooking volume around the divider. Family countertop scale.",openai,gpt-5.4,high,175,,strict,Wide fryer with divided basket,false
air_fryer_plus15_11,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A glass-window air fryer with a vertical body, a pullout basket drawer, and a front interface made of one selector knob and four program buttons around a small display. The drawer slides prismatically out from the lower front, the selector knob rotates continuously, and the four program buttons are separate prismatic push controls. The basket-handle release button slides prismatically into the handle body. The drawer shell, inner basket, and cavity above them should all read as thin-wall hollow parts with real food space. Kitchen countertop scale.",openai,gpt-5.4,high,175,,strict,Window fryer with front display cluster,false
air_fryer_plus15_12,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A mechanical air fryer with a rounded steel shell, a deep basket drawer, and two chrome control dials flanking a small pilot-style power button. The basket drawer slides prismatically from the front of the body, both dials rotate continuously, and the power button is a separate prismatic push control on the fascia. A safety release button on the basket handle moves prismatically along its local axis. The basket and the heating chamber should stay hollow and open rather than reading as solid appliance masses. Compact countertop scale.",openai,gpt-5.4,high,170,,strict,Mechanical fryer with twin chrome dials,false
air_fryer_plus15_13,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A modern tall air fryer with a side-vented body, a lower pullout basket, and a narrow front control cluster with a selector knob over three preset buttons. The basket drawer slides prismatically on the body depth axis, the selector knob rotates continuously, and all three preset buttons are separate small prismatic push controls. The basket-handle release latch moves prismatically within the handle housing. Keep the basket, drawer, and cooking cavity clearly hollow with believable shell walls and open internal volume. Large countertop scale.",openai,gpt-5.4,high,175,,strict,Tall fryer with narrow front cluster,false
air_fryer_plus15_14,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A rounded-square air fryer with a short basket drawer, a small viewing window, and a top control band carrying four buttons around a central timer dial. The drawer slides prismatically out from the lower front, the timer dial rotates continuously, and all four buttons articulate independently as small prismatic push controls. A release plunger at the basket handle moves prismatically to unlock the inner basket. The basket shell and cooking chamber should read as thin-wall hollow appliance parts instead of solid blocks. Compact family scale.",openai,gpt-5.4,high,170,,strict,Rounded square fryer with top band,false
air_fryer_plus15_15,air_fryer_with_pullout_basket,Air fryer with pullout basket,"A large digital air fryer with a brushed front panel, a deep pullout basket drawer, and a right-side control stack made of a selector dial and two rocker buttons. The drawer slides prismatically on its supported rails, the selector dial rotates continuously, and both rocker buttons pivot independently on short axes. The basket-handle latch button slides prismatically along its press axis. The basket, drawer shell, and heating cavity should be visibly hollow with believable wall thickness and open food space. Large countertop appliance scale.",openai,gpt-5.4,high,175,,strict,Digital fryer with rocker stack,false
food_processor_plus15_01,food_processor_with_feed_pusher,Food processor with feed pusher,"A low-profile food processor with a wide clear bowl, a rear-hinged lid, a tall feed chute with a matching pusher, and a front control band carrying a selector dial plus three preset buttons. The lid rotates upward on a rear horizontal hinge, the pusher slides prismatically in the chute, the cutter disc rotates continuously on the central spindle, and the selector dial rotates continuously on the front band. All three preset buttons are separate prismatic push controls. The bowl, lid, and feed chute should read as thin-wall hollow shells around an open prep cavity rather than solid forms. Countertop appliance scale.",openai,gpt-5.4,high,185,,strict,Wide bowl processor with rear hinged lid,false
food_processor_plus15_02,food_processor_with_feed_pusher,Food processor with feed pusher,"A tall cylindrical food processor with a twist-lock bowl, a large feed chimney, a nested mini pusher inside the main pusher, and a front pulse lever beside a speed dial. The bowl twists on a short continuous locking joint at the base, the main pusher and mini pusher each slide prismatically in their own chute guides, and the blade hub rotates continuously on the center shaft. The speed dial rotates continuously, and the pulse lever rotates on a short pivot at the front of the base. The bowl and both feed sleeves should remain clearly hollow with a real processing volume inside. Upright countertop scale.",openai,gpt-5.4,high,185,,strict,Tall processor with nested mini pusher,false
food_processor_plus15_03,food_processor_with_feed_pusher,Food processor with feed pusher,"A stainless food processor with a heavy motor base, a deep work bowl, a removable lid, and two side clamp arms that lock the lid to the bowl. The pusher slides prismatically through the tall feed tube, the cutter basket rotates continuously on the vertical drive axis, and the two side clamp arms rotate on matched pivots at the bowl shoulders. A timer dial rotates continuously on the front face, and the start button is a separate small prismatic push control. The bowl and feed tube should read as thin-shell hollow parts with open volume around the cutter. Family countertop scale.",openai,gpt-5.4,high,185,,strict,Stainless processor with side clamp arms,false
food_processor_plus15_04,food_processor_with_feed_pusher,Food processor with feed pusher,"A prep food processor with a shallow wide bowl, a broad feed opening, two nested pushers, and a compact front interface with two rocker switches beside a selector knob. The bowl twists on a short continuous lock at the base coupling, the large pusher and small inner pusher slide prismatically in the feed opening, and the slicing disc rotates continuously on the center shaft. The selector knob rotates continuously, and both rocker switches pivot independently on short axes. The bowl and feed assembly should stay visibly hollow with a believable working cavity. Low wide countertop scale.",openai,gpt-5.4,high,185,,strict,Prep processor with rocker switches,false
food_processor_plus15_05,food_processor_with_feed_pusher,Food processor with feed pusher,"A classic food processor with a narrow bowl, a rear-hinged lid, a cylindrical feed pusher, and a front control cluster made of a speed knob and two square buttons. The lid rotates upward on a rear hinge, the pusher slides prismatically in the feed tube, the blade spindle rotates continuously at the bowl center, and the speed knob rotates continuously on the control cluster. Both square buttons are independent prismatic push controls. The bowl and lid should look like real hollow shell parts enclosing a clear prep cavity rather than solid masses. Countertop kitchen scale.",openai,gpt-5.4,high,180,,strict,Classic processor with square buttons,false
food_processor_plus15_06,food_processor_with_feed_pusher,Food processor with feed pusher,"A premium food processor with a broad bowl, a tall chute, a small ingredient flap in the lid, and a front panel carrying one selector dial and four program buttons. The pusher slides prismatically inside the main chute, the ingredient flap rotates on a short hinge in the lid, and the processing disc rotates continuously on the vertical shaft. The selector dial rotates continuously, and all four program buttons are separate prismatic push controls. The bowl, chute, and lid should remain clearly hollow and open above the cutter assembly. Family countertop scale.",openai,gpt-5.4,high,185,,strict,Premium processor with ingredient flap,false
food_processor_plus15_07,food_processor_with_feed_pusher,Food processor with feed pusher,"A compact food processor with a short base, a clear bowl, a feed tube with a close-fitting pusher, and a pulse paddle set beside a small speed dial. The bowl twists on a short continuous locking joint at the base, the pusher slides prismatically in the feed tube, the chopping blade rotates continuously on the center spindle, and the pulse paddle rotates on a short front pivot. The speed dial rotates continuously on its own axis. The bowl and feed sleeve should read as thin-wall hollow parts with a real interior cavity around the blade. Small appliance scale.",openai,gpt-5.4,high,180,,strict,Compact processor with pulse paddle,false
food_processor_plus15_08,food_processor_with_feed_pusher,Food processor with feed pusher,"A rounded food processor with a low motor base, a medium clear bowl, two side latch arms, and a rear-hinged lid with a feed pusher at the center. The lid rotates upward on a rear hinge, the pusher slides prismatically in the chute, the two side latch arms rotate on matched side pivots, and the blade carrier rotates continuously on the bowl centerline. Two control dials on the front face rotate continuously on their own axes. The bowl and lid should remain visibly hollow with open prep volume rather than reading as solid bubbles. Countertop appliance scale.",openai,gpt-5.4,high,185,,strict,Rounded processor with twin latch arms,false
food_processor_plus15_09,food_processor_with_feed_pusher,Food processor with feed pusher,"A tall family food processor with a handled bowl, a large main feed tube, a secondary narrow ingredient tube, and a front control strip with a ring dial plus two start-stop buttons. The main pusher and the small secondary pusher each slide prismatically in their own guides, the cutter disc rotates continuously on the vertical shaft, and the ring dial rotates continuously. Both start-stop buttons are separate prismatic push controls. The bowl and both feed tubes should be modeled as hollow shell parts with an open processing cavity above the disc. Family countertop scale.",openai,gpt-5.4,high,185,,strict,Handled processor with secondary tube,false
food_processor_plus15_10,food_processor_with_feed_pusher,Food processor with feed pusher,"A mini food processor with a small bowl, a narrow feed tube, a short pusher, and a simple front interface made of a selector knob and two rocker switches. The bowl twists on a short continuous lock at the base, the pusher slides prismatically in the tube, the chopping blade rotates continuously on the center spindle, and the selector knob rotates continuously on the front face. The two rocker switches pivot independently on short axes. The bowl and feed tube should stay clearly hollow with a real cavity for ingredients. Compact countertop scale.",openai,gpt-5.4,high,180,,strict,Mini processor with rocker pair,false
food_processor_plus15_11,food_processor_with_feed_pusher,Food processor with feed pusher,"A large food processor with an oval bowl, a rear-hinged lid, a tall feed pusher, and a broad control pod carrying four preset buttons around a central selector dial. The lid rotates upward on a rear hinge, the pusher slides prismatically in the feed tube, and the cutting disc rotates continuously on the vertical shaft inside the bowl. The selector dial rotates continuously, and all four preset buttons move independently as small prismatic push controls. The bowl and lid should read as thin-walled hollow components surrounding an open prep chamber. Family countertop scale.",openai,gpt-5.4,high,185,,strict,Oval bowl processor with broad control pod,false
food_processor_plus15_12,food_processor_with_feed_pusher,Food processor with feed pusher,"A prep food processor with a clear bowl, a twist-lock base coupling, a tall pusher in the feed tube, and a lower front panel carrying a timer dial beside a side power rocker. The bowl rotates on a short continuous locking joint, the pusher slides prismatically in the tube, and the grating basket rotates continuously about the center axis. The timer dial rotates continuously, and the side power rocker pivots independently on a short hinge. The bowl and chute should remain hollow and open above the spinning basket. Countertop kitchen scale.",openai,gpt-5.4,high,180,,strict,Prep processor with side power rocker,false
food_processor_plus15_13,food_processor_with_feed_pusher,Food processor with feed pusher,"A deluxe food processor with a broad handled bowl, a lift-up lid, two side latch arms, and a front control band with a selector dial plus two rocker buttons. The lid rotates upward on a rear hinge, the feed pusher slides prismatically in the main chute, the latch arms rotate on matched pivots, and the cutting blade rotates continuously on the center spindle. The selector dial rotates continuously, and both rocker buttons pivot independently on short axes. The bowl and chute should read as clear hollow shells with a real prep cavity around the blade. Large countertop scale.",openai,gpt-5.4,high,185,,strict,Deluxe processor with lift up lid,false
food_processor_plus15_14,food_processor_with_feed_pusher,Food processor with feed pusher,"A boxy food processor with a straight-sided base, a locking bowl, a tall feed pusher, and a front keypad with five rectangular buttons beside one selector dial. The bowl twists on a short continuous coupling at the base, the pusher slides prismatically in the feed tube, and the slicing disc rotates continuously on the vertical center shaft. The selector dial rotates continuously, and all five buttons are separate small prismatic push controls. The bowl and feed tube should remain clearly hollow with open internal volume for ingredients. Countertop appliance scale.",openai,gpt-5.4,high,185,,strict,Boxy processor with keypad,false
food_processor_plus15_15,food_processor_with_feed_pusher,Food processor with feed pusher,"A curved-base food processor with a medium bowl, a rear-hinged lid, a tall pusher, and a small ingredient flap in the lid beside the main chute. The lid rotates upward on a rear hinge, the pusher slides prismatically in the chute, the ingredient flap rotates on a small hinge, and the processor blade rotates continuously on the central spindle. A front speed knob rotates continuously, and two nearby buttons are separate prismatic push controls. The bowl and chute should look like thin-wall hollow parts with a real processing cavity inside. Kitchen countertop scale.",openai,gpt-5.4,high,185,,strict,Curved base processor with ingredient flap,false
dehumidifier_plus15_01,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A tall household dehumidifier with a lower pullout water bucket, a rear filter access door, and a top control panel carrying a humidistat dial plus three separate buttons. The bucket slides prismatically out from the lower front body, the rear filter door rotates on a vertical side hinge, and the humidistat dial rotates continuously on the top panel. All three visible buttons are independent small prismatic push controls, and the four caster wheels rotate continuously on their axle joints. The bucket should read as a true hollow reservoir with open interior volume rather than a solid drawer. Portable room-appliance scale.",openai,gpt-5.4,high,175,,strict,Tall dehumidifier with rear filter door,false
dehumidifier_plus15_02,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A rounded-front dehumidifier with a pullout lower tank, a top outlet louver flap, and a front control strip with four preset buttons beside a mode dial. The water tank slides prismatically along the body depth axis, the outlet louver rotates on a rear horizontal hinge, and the mode dial rotates continuously on the control strip. Each preset button is a separate small prismatic push control. The tank should remain a believable hollow bucket with thin shell walls and real reservoir depth. Bedroom appliance scale.",openai,gpt-5.4,high,175,,strict,Rounded dehumidifier with outlet louver,false
dehumidifier_plus15_03,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A boxy basement dehumidifier with a deep front bucket, a rear filter panel, and a sloped upper console carrying a selector knob with two nearby buttons. The bucket slides prismatically out from the lower front opening, the rear filter panel rotates on a vertical side hinge, and the selector knob rotates continuously on the console. Both buttons are separate prismatic push controls, and the caster wheels rotate continuously on their axles. The lower bucket must read as a real hollow water reservoir rather than a filled solid box. Utility-room scale.",openai,gpt-5.4,high,175,,strict,Boxy basement dehumidifier with selector knob,false
dehumidifier_plus15_04,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A modern dehumidifier with a softly radiused shell, a pullout water tank, a fold-flat top carry handle, and a front interface with a ring dial surrounded by five program buttons. The tank slides prismatically from the lower front body, the carry handle rotates upward on matched top pivots, and the ring dial rotates continuously about its center axis. All five program buttons are separate small prismatic push controls. The bucket and its cavity should read as hollow appliance geometry with believable reservoir volume. Portable room-appliance scale.",openai,gpt-5.4,high,175,,strict,Modern dehumidifier with folding top handle,false
dehumidifier_plus15_05,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A console-style dehumidifier with a broad upper intake grille, a lower pullout bucket with a molded grip, and a right-top control pod carrying a timer dial, a power button, and two humidity step buttons. The bucket moves prismatically on lower guides, the timer dial rotates continuously, and the power and humidity buttons are separate prismatic push controls. A rear filter door rotates on a vertical side hinge. The removable bucket should stay hollow and open inside with thin walls and believable reservoir depth. Floor appliance scale.",openai,gpt-5.4,high,175,,strict,Console dehumidifier with right top pod,false
