row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,label,design_audit
air_conditioning_machine_011,air_conditioning_machine,Air conditioning machine,"A low wall-console air conditioning machine with a shallow front body, a top discharge opening, and a pull-out filter drawer behind the front intake grille. The top discharge flap rotates on a horizontal hinge at the outlet lip, and the filter drawer slides prismatically forward from the front intake opening on short guide rails. Floor-level interior-unit scale.",openai,gpt-5.4,high,160,,console filter drawer,false
air_conditioning_machine_012,air_conditioning_machine,Air conditioning machine,"A cassette air conditioning machine with a square ceiling panel, a central grille, and four wide perimeter flaps plus a small mode selector dial at one corner. The four flaps rotate independently on their own horizontal hinges around the perimeter opening, and the selector dial rotates continuously on its short local axis. Commercial ceiling grid scale.",openai,gpt-5.4,high,160,,cassette selector dial,false
air_conditioning_machine_013,air_conditioning_machine,Air conditioning machine,"A portable air conditioning machine with a tall tower body, a hinged top vent door, and a side service panel near the lower rear corner. The top vent door rotates on a horizontal hinge over the discharge opening, and the side service panel rotates on a vertical hinge at one edge of the rear housing. Apartment floor appliance scale.",openai,gpt-5.4,high,160,,portable service panel,false
air_conditioning_machine_014,air_conditioning_machine,Air conditioning machine,"A mini-split indoor air conditioning machine with a slightly curved front shell, a full-width lower flap, and a small display cover that lifts from one end of the fascia. The lower flap rotates on a full-width horizontal hinge at the outlet edge, and the display cover rotates upward on a short hinge line in the front shell. Home interior-unit scale.",openai,gpt-5.4,high,160,,mini split display cover,false
air_conditioning_machine_015,air_conditioning_machine,Air conditioning machine,"A through-wall air conditioning machine with a broad intake grille, a lower discharge flap, and a control bank with four separate push buttons. The discharge flap rotates on a horizontal hinge at the outlet opening, and the four front buttons depress independently as small prismatic controls in the right-side control panel. Hotel room unit scale.",openai,gpt-5.4,high,160,,through wall buttons,false
air_conditioning_machine_016,air_conditioning_machine,Air conditioning machine,"A floor-console air conditioning machine with a low body, a top outlet, and a hinged filter cover spanning the front intake section. The outlet flap rotates on a horizontal hinge at the top discharge opening, and the filter cover rotates upward on a top hinge above the intake grille. Domestic floor console scale.",openai,gpt-5.4,high,160,,floor console filter cover,false
air_conditioning_machine_017,air_conditioning_machine,Air conditioning machine,"A window air conditioning machine with a compact front fascia, two rotary control knobs, and a central vent flap with separate vertical direction vanes behind it. The vent flap rotates on a horizontal hinge at the front outlet, the two knobs rotate continuously on their shafts, and the two vertical vanes pivot independently on their own vertical hinges. Small window-unit scale.",openai,gpt-5.4,high,160,,window vanes and knobs,false
air_conditioning_machine_018,air_conditioning_machine,Air conditioning machine,"A portable air conditioning machine with a tall body, a front louver door, two caster pairs, and a top control strip with one dial and two buttons. The front louver door rotates on a horizontal hinge at the outlet opening, the top dial rotates continuously on its short axis, the two buttons depress independently, and the caster wheels spin continuously on their axles. Portable cooling-appliance scale.",openai,gpt-5.4,high,160,,portable casters controls,false
air_conditioning_machine_019,air_conditioning_machine,Air conditioning machine,"A cassette air conditioning machine with a square room-side panel, four directional flaps, and a small hinged inspection panel on the side trim. The four flaps rotate on their own horizontal hinges at the edges of the discharge opening, and the inspection panel rotates on a short hinge at one side of the trim ring. Commercial interior HVAC scale.",openai,gpt-5.4,high,160,,cassette inspection panel,false
air_conditioning_machine_020,air_conditioning_machine,Air conditioning machine,"A wall-mounted mini-split air conditioning machine with a long indoor shell, a lower outlet flap, and a right-end control cluster with a rotary dial and two buttons. The outlet flap rotates on a full-width horizontal hinge at the discharge lip, the rotary dial turns continuously on its short shaft, and the two buttons depress independently as small prismatic controls. Residential mini-split scale.",openai,gpt-5.4,high,160,,mini split dial buttons,false
range_hood_with_articulated_controls_001,range_hood_with_articulated_controls,Range hood with articulated controls,"An under-cabinet range hood with a broad shallow body, one large selector knob at the left, and two small push buttons at the right. The selector knob rotates continuously on its short front-facing shaft, and the two push buttons depress independently into the front control strip. Kitchen cabinet scale.",openai,gpt-5.4,high,145,,under cabinet knob buttons,false
range_hood_with_articulated_controls_002,range_hood_with_articulated_controls,Range hood with articulated controls,"A chimney-style range hood with a boxy lower canopy, a tall chimney stack, and two large rotary knobs above a row of three push buttons. The two knobs rotate continuously on their front shafts, and the three buttons move independently as small prismatic controls beneath them. Residential wall-mounted hood scale.",openai,gpt-5.4,high,145,,chimney hood knobs,false
range_hood_with_articulated_controls_003,range_hood_with_articulated_controls,Range hood with articulated controls,"A slide-out visor range hood with a fixed upper body, a telescoping front visor, and a small side rocker plus one rotary knob. The front visor slides prismatically forward on straight internal guides, the rocker pivots on a short local hinge, and the knob rotates continuously on its side-facing shaft. Compact apartment kitchen scale.",openai,gpt-5.4,high,145,,slide out visor,false
range_hood_with_articulated_controls_004,range_hood_with_articulated_controls,Range hood with articulated controls,"An angled-glass range hood with a sloped front glass panel, a shallow canopy body, and a row of four raised push buttons along the lower edge. The glass front panel rotates upward on a hinge along its top edge, and the four buttons articulate independently as small prismatic push controls below the canopy. Modern kitchen wall scale.",openai,gpt-5.4,high,145,,angled glass buttons,false
range_hood_with_articulated_controls_005,range_hood_with_articulated_controls,Range hood with articulated controls,"A pro-style canopy range hood with a deep stainless body, two rotary knobs on the front rail, and a hinged grease-filter door under the intake. The two rotary knobs rotate continuously on their short shafts, and the grease-filter door rotates downward on a rear hinge along the back edge of the intake opening. Large kitchen hood scale.",openai,gpt-5.4,high,145,,pro canopy filter,false
range_hood_with_articulated_controls_006,range_hood_with_articulated_controls,Range hood with articulated controls,"An island-mount range hood with a rectangular canopy, a chimney support above, and a narrow front control strip with one dial and three separate push buttons. The dial rotates continuously about its front-facing axis, and the three buttons depress independently into the control strip. Island kitchen hood scale.",openai,gpt-5.4,high,145,,island hood dial,false
range_hood_with_articulated_controls_007,range_hood_with_articulated_controls,Range hood with articulated controls,"A slim under-cabinet range hood with a flat body, a pull-out front visor, and two small rotary knobs tucked under the front lip. The visor slides prismatically forward on short guide rails, and the two knobs rotate continuously on their short shafts beneath the canopy. Compact galley-kitchen scale.",openai,gpt-5.4,high,145,,slim visor knobs,false
range_hood_with_articulated_controls_008,range_hood_with_articulated_controls,Range hood with articulated controls,"A wall-mounted chimney range hood with a trapezoidal canopy, three square push buttons, and one large speed knob at the far right. The speed knob rotates continuously on its axis, and the three push buttons articulate independently as small prismatic controls along the front valance. Residential chimney-hood scale.",openai,gpt-5.4,high,145,,trapezoid canopy controls,false
range_hood_with_articulated_controls_009,range_hood_with_articulated_controls,Range hood with articulated controls,"A telescopic cabinet-integrated range hood with a hidden upper body, a sliding lower drawer front, and a control pod with a rocker and two buttons. The lower drawer front slides prismatically outward on straight runners, the rocker pivots on a short local hinge, and the two buttons depress independently as small prismatic controls. Built-in kitchen hood scale.",openai,gpt-5.4,high,145,,telescopic built in,false
range_hood_with_articulated_controls_010,range_hood_with_articulated_controls,Range hood with articulated controls,"A curved-glass wall range hood with a stainless canopy spine, a front glass shield, and a row of four push buttons under the lower edge. The glass shield rotates upward on a hinge at its top attachment line, and the four push buttons move independently as prismatic controls in the lower panel. Contemporary kitchen scale.",openai,gpt-5.4,high,145,,curved glass shield,false
range_hood_with_articulated_controls_011,range_hood_with_articulated_controls,Range hood with articulated controls,"An under-cabinet range hood with a broad intake body, one left-side knob, one right-side knob, and a central light switch. The two knobs rotate continuously on their short shafts, and the light switch pivots on a small local hinge in the center of the control strip. Simple kitchen hood scale.",openai,gpt-5.4,high,145,,two knobs light switch,false
range_hood_with_articulated_controls_012,range_hood_with_articulated_controls,Range hood with articulated controls,"A deep canopy range hood with a front rail carrying five separate buttons and two hinged baffle-filter panels under the intake. The five buttons depress independently as small prismatic controls, and the two filter panels rotate downward on their rear hinge lines inside the canopy. Professional kitchen hood scale.",openai,gpt-5.4,high,145,,baffle panels buttons,false
range_hood_with_articulated_controls_013,range_hood_with_articulated_controls,Range hood with articulated controls,"A boxy chimney range hood with a flat underside, a front speed dial, and a hinged service flap near one lower corner. The speed dial rotates continuously about its front-facing axis, and the service flap rotates downward on a short hinge along its upper edge. Domestic wall-hood scale.",openai,gpt-5.4,high,145,,boxy hood service flap,false
range_hood_with_articulated_controls_014,range_hood_with_articulated_controls,Range hood with articulated controls,"A low-profile insert range hood with a rectangular intake module, two rotary knobs, and a pair of hinged filter screens below. The two knobs rotate continuously on their short shafts, and the two filter screens rotate downward on rear hinge lines within the intake frame. Cabinet-integrated hood scale.",openai,gpt-5.4,high,145,,insert hood filters,false
range_hood_with_articulated_controls_015,range_hood_with_articulated_controls,Range hood with articulated controls,"A slide-out visor range hood with a shallow upper shell, an extended front visor panel, and three small push buttons along the lower rail. The visor slides prismatically on straight internal guides, and the three push buttons depress independently as small prismatic controls in the lower rail. Apartment kitchen hood scale.",openai,gpt-5.4,high,145,,visor button rail,false
range_hood_with_articulated_controls_016,range_hood_with_articulated_controls,Range hood with articulated controls,"An island box range hood with a deep rectangular canopy, a short chimney collar, and two knobs above two rocker switches. The two knobs rotate continuously on their front shafts, and the two rocker switches pivot independently on their short local hinges below the knobs. Island canopy scale.",openai,gpt-5.4,high,145,,island knobs rockers,false
range_hood_with_articulated_controls_017,range_hood_with_articulated_controls,Range hood with articulated controls,"An angled-front range hood with a sloped metal face, a lower hinged glass deflector, and a side control cluster with one dial and two buttons. The glass deflector rotates upward on a horizontal hinge at its top edge, the dial rotates continuously on its side-mounted shaft, and the two buttons depress independently as small prismatic controls. Wall-mounted kitchen scale.",openai,gpt-5.4,high,145,,angled deflector controls,false
range_hood_with_articulated_controls_018,range_hood_with_articulated_controls,Range hood with articulated controls,"A chimney hood with a broad canopy, a pull-down front maintenance panel, and four square push buttons centered under the front lip. The maintenance panel rotates downward on a top hinge along the front edge of the canopy, and the four buttons articulate independently as prismatic push controls. Domestic kitchen hood scale.",openai,gpt-5.4,high,145,,maintenance panel hood,false
range_hood_with_articulated_controls_019,range_hood_with_articulated_controls,Range hood with articulated controls,"A built-in under-cabinet range hood with a flat body, a narrow sliding light shield, and a single front rotary knob with a nearby rocker switch. The light shield slides prismatically outward on a short rail under the front lip, the rotary knob turns continuously on its shaft, and the rocker switch pivots on a small local hinge. Compact kitchen hood scale.",openai,gpt-5.4,high,145,,light shield hood,false
range_hood_with_articulated_controls_020,range_hood_with_articulated_controls,Range hood with articulated controls,"A pro-canopy range hood with a tall stainless body, one large center knob, two side buttons, and twin hinged grease filters below the intake. The center knob rotates continuously on its front-facing axis, the two side buttons depress independently as small prismatic controls, and the twin grease filters rotate downward on their rear hinge lines. Large residential kitchen scale.",openai,gpt-5.4,high,145,,pro canopy twin filters,false
stove_top_001,stove_top,Stove top,A four-burner gas stove top with a flat inset surface and five front rotary knobs aligned along the lower edge. The five knobs rotate continuously on their front-facing shafts below the burner field. Countertop cooktop scale.,openai,gpt-5.4,high,145,,gas four burner knobs,false
stove_top_002,stove_top,Stove top,"A five-burner gas stove top with a wide central burner, two side burners on each side, and five separate control knobs in a front row. The five control knobs rotate continuously on their short front-facing shafts in the front control strip. Kitchen cooktop scale.",openai,gpt-5.4,high,145,,five burner gas hob,false
stove_top_003,stove_top,Stove top,An induction stove top with a flat glass surface and six small push buttons centered along the front edge. The six buttons articulate independently as short prismatic plungers into the front control strip. Flush countertop scale.,openai,gpt-5.4,high,145,,induction push buttons,false
stove_top_004,stove_top,Stove top,"A two-burner domino gas stove top with a narrow glass lid over the burners and two rotary knobs at the front right. The glass lid rotates upward on a rear horizontal hinge behind the burners, and the two front knobs rotate continuously on their short shafts. Compact kitchenette scale.",openai,gpt-5.4,high,145,,domino gas lid,false
stove_top_005,stove_top,Stove top,"A portable camping stove top with a rectangular body, a hinged wind-guard lid, and two side-by-side control knobs on the front face. The lid rotates upward on a rear horizontal hinge, and the two control knobs rotate continuously on their front shafts. Camp stove scale.",openai,gpt-5.4,high,145,,camping stove lid,false
stove_top_006,stove_top,Stove top,"A ceramic electric stove top with four radiant zones and a front control strip carrying four rotary knobs plus two small buttons. The four knobs rotate continuously on their short front-facing axes, and the two buttons depress independently as small prismatic controls. Modern kitchen cooktop scale.",openai,gpt-5.4,high,145,,ceramic electric controls,false
stove_top_007,stove_top,Stove top,"A gas stove top with four burners and a folding glass cover spanning the cooking area above a row of four control knobs. The glass cover rotates on a full-width rear hinge behind the burner field, and the four knobs rotate continuously along the front edge. Compact apartment kitchen scale.",openai,gpt-5.4,high,145,,gas hob glass cover,false
stove_top_008,stove_top,Stove top,A wide five-zone induction stove top with a flat black surface and a centered bank of eight small push buttons along the lower edge. The eight buttons articulate independently as short prismatic controls into the front strip below the glass surface. Flush island-cooktop scale.,openai,gpt-5.4,high,145,,wide induction buttons,false
stove_top_009,stove_top,Stove top,"A two-burner electric hotplate stove top with a shallow rectangular body, two front knobs, and a hinged carry-lid panel over the plates. The lid panel rotates upward on a rear horizontal hinge, and the two knobs rotate continuously on their front-facing shafts. Portable countertop scale.",openai,gpt-5.4,high,145,,hotplate lid knobs,false
stove_top_010,stove_top,Stove top,A gas stove top with three burners in a triangular layout and three large control knobs spaced across the front. The three knobs rotate continuously on their short front shafts in the control strip. Small urban kitchen scale.,openai,gpt-5.4,high,145,,three burner gas,false
stove_top_011,stove_top,Stove top,"A built-in gas stove top with four burners, a narrow front control rail, and a small hinged safety cover over the ignition switches. The safety cover rotates upward on a short top hinge in the front rail, and the four burner knobs rotate continuously on their front-facing shafts. Countertop hob scale.",openai,gpt-5.4,high,145,,ignition safety cover,false
stove_top_012,stove_top,Stove top,"An induction stove top with a flat glass deck, one rotary selector knob at the right front corner, and four separate touch-style push buttons at center front. The selector knob rotates continuously on its short shaft, and the four push buttons depress independently as small prismatic controls in the front trim. Kitchen island scale.",openai,gpt-5.4,high,145,,induction knob buttons,false
stove_top_013,stove_top,Stove top,"A camper van stove top with a shallow metal body, a full-width hinged cover, and two front control knobs under the burners. The cover rotates on a rear horizontal hinge, and the two knobs rotate continuously on their short shafts in the front panel. Compact camper kitchenette scale.",openai,gpt-5.4,high,145,,camper stove top,false
stove_top_014,stove_top,Stove top,"A five-burner gas hob with a central wok burner, five front knobs, and a slim glass splash lid behind the grate area. The splash lid rotates upward on a rear hinge line at the back of the cooking field, and the five front knobs rotate continuously on their short axes. Domestic cooktop scale.",openai,gpt-5.4,high,145,,wok burner lid,false
stove_top_015,stove_top,Stove top,"A two-zone induction stove top with a compact glass surface, one side rotary dial, and three small front buttons. The side dial rotates continuously on its short shaft, and the three front buttons articulate independently as prismatic push controls in the lower trim. Small apartment cooktop scale.",openai,gpt-5.4,high,145,,two zone induction,false
stove_top_016,stove_top,Stove top,A commercial gas stove top with six burners arranged in two rows and six heavy control knobs across the front rail. The six knobs rotate continuously on their front-facing shafts beneath the burner field. Restaurant line scale.,openai,gpt-5.4,high,145,,commercial six burner,false
stove_top_017,stove_top,Stove top,"A two-burner tabletop gas stove top with a rectangular body, a hinged top cover, and a separate latch lever at the front edge. The top cover rotates upward on a rear hinge, the latch lever rotates on a short front pivot, and the two burner knobs rotate continuously on their front shafts. Tabletop cooking scale.",openai,gpt-5.4,high,145,,tabletop gas latch,false
stove_top_018,stove_top,Stove top,"A radiant electric stove top with four circular zones, four rotary knobs, and a flip-up control shield in front of the knobs. The control shield rotates upward on a lower horizontal hinge at the front edge, and the four knobs rotate continuously on their short shafts behind it. Countertop electric range-top scale.",openai,gpt-5.4,high,145,,electric shield knobs,false
stove_top_019,stove_top,Stove top,"A narrow galley stove top with two gas burners, two front knobs, and a hinged glass cover that stands behind the burners when open. The glass cover rotates upward on a rear hinge line, and the two front knobs rotate continuously on their short front-facing shafts. Boat or camper kitchen scale.",openai,gpt-5.4,high,145,,galley stove cover,false
stove_top_020,stove_top,Stove top,"A large induction stove top with a flat black surface, a front control pod carrying one central dial and six separate push buttons, and a slim lift-up protective cover over the controls. The cover rotates on a top hinge above the control pod, the central dial rotates continuously on its short shaft, and the six push buttons depress independently as small prismatic controls. Premium kitchen island scale.",openai,gpt-5.4,high,145,,induction control pod,false
articulated_task_lamp_001,articulated_task_lamp,Articulated task lamp,"A classic architect desk lamp with a weighted round base, two straight arm links, and a conical shade at the end. The lower arm rotates on a hinge at the base, the upper arm rotates on a hinge at the elbow, and the shade tilts on a hinge at the arm tip. Desktop task-light scale.",openai,gpt-5.4,high,160,,architect desk lamp,false
articulated_task_lamp_002,articulated_task_lamp,Articulated task lamp,"A clamp-on task lamp with a desk-edge clamp, two spring-balanced arm links, and a small cylindrical shade. The lower arm rotates on a hinge above the clamp, the upper arm rotates on a hinge at the elbow, and the shade tilts on a hinge at the arm tip. Desk-edge lighting scale.",openai,gpt-5.4,high,160,,clamp task lamp,false
articulated_task_lamp_003,articulated_task_lamp,Articulated task lamp,"A wall-mounted task lamp with a circular wall plate, a short lower arm, a longer upper arm, and a bell shade. The lower arm rotates on a hinge at the wall plate, the upper arm rotates on a hinge at the elbow joint, and the shade tilts on a hinge at the end bracket. Bedside reading-lamp scale.",openai,gpt-5.4,high,160,,wall task lamp,false
articulated_task_lamp_004,articulated_task_lamp,Articulated task lamp,"A task lamp with a rectangular weighted base, a tall upright arm, a short forearm link, and a rectangular head with side pivots. The lower arm rotates on a hinge at the base, the forearm rotates on a hinge near the top of the upright, and the head tilts on its side pivots. Modern desk-light scale.",openai,gpt-5.4,high,160,,rect head desk lamp,false
articulated_task_lamp_005,articulated_task_lamp,Articulated task lamp,"A compact bench lamp with a low base, two short articulated links, and a cylindrical spot head plus a side rocker switch on the base. The lower link rotates on a hinge at the base, the upper link rotates on a hinge at the elbow, the head tilts on a hinge at the end bracket, and the rocker switch pivots on a small local hinge. Workbench lighting scale.",openai,gpt-5.4,high,160,,bench lamp rocker,false
articulated_task_lamp_006,articulated_task_lamp,Articulated task lamp,"A swing-arm desk lamp with a round base, a long lower arm, a shorter upper arm, and a drum shade. The lower arm rotates on a hinge at the base collar, the upper arm rotates on a hinge at the elbow, and the drum shade tilts on a hinge at the tip yoke. Reading-desk lamp scale.",openai,gpt-5.4,high,160,,swing arm drum shade,false
articulated_task_lamp_007,articulated_task_lamp,Articulated task lamp,"A task lamp with a desk clamp, a single long arm, a short head link, and a flat LED bar head. The long arm rotates on a hinge above the clamp, the short head link rotates on a hinge near the tip, and the LED bar head tilts on a hinge at the end of the link. Drawing-table lighting scale.",openai,gpt-5.4,high,160,,led bar task lamp,false
articulated_task_lamp_008,articulated_task_lamp,Articulated task lamp,"A floor-standing task lamp with a heavy round base, two articulated arm links, and a conical metal shade. The lower arm rotates on a hinge above the base, the upper arm rotates on an elbow hinge, and the shade tilts on a hinge at the tip bracket. Reading-corner floor lamp scale.",openai,gpt-5.4,high,160,,floor task lamp,false
articulated_task_lamp_009,articulated_task_lamp,Articulated task lamp,"A magnifier-style task lamp with a weighted base, a two-link arm, and a circular head with a hinged lens cover. The lower arm rotates on a base hinge, the upper arm rotates on an elbow hinge, the head tilts on a hinge at the arm tip, and the lens cover rotates on a small hinge around the circular head. Bench inspection scale.",openai,gpt-5.4,high,160,,magnifier task lamp,false
articulated_task_lamp_010,articulated_task_lamp,Articulated task lamp,"A minimalist task lamp with a flat base, a slender upright arm, a pivoting forearm, and a small rectangular head with a side button. The upright rotates on a hinge at the base, the forearm rotates on a hinge at the elbow, the head tilts on a hinge at the forearm tip, and the side button depresses as a small prismatic control. Desk accessory scale.",openai,gpt-5.4,high,160,,minimal task lamp,false
articulated_task_lamp_011,articulated_task_lamp,Articulated task lamp,"A clamp-base task lamp with a long double-link arm, a rounded shade, and a knurled dimmer knob on the shade neck. The lower arm rotates on a hinge above the clamp, the upper arm rotates on an elbow hinge, the shade tilts on a hinge at the neck, and the dimmer knob rotates continuously on its short shaft. Worktable lighting scale.",openai,gpt-5.4,high,160,,clamp lamp dimmer,false
articulated_task_lamp_012,articulated_task_lamp,Articulated task lamp,"A wall-arm task lamp with a short base link, a long outer arm, and a small spotlight head in a yoke. The base link rotates on a hinge at the wall plate, the outer arm rotates on an elbow hinge, and the spotlight head tilts on a horizontal hinge between the yoke arms. Bedside wall-light scale.",openai,gpt-5.4,high,160,,wall spotlight task,false
articulated_task_lamp_013,articulated_task_lamp,Articulated task lamp,"A bench task lamp with a rectangular base, a telescoping upright, and a pivoting head arm ending in a slim shade. The upright slides prismatically within the base post, the head arm rotates on a hinge at the top of the upright, and the shade tilts on a hinge at the arm tip. Workshop desk scale.",openai,gpt-5.4,high,160,,telescoping bench lamp,false
articulated_task_lamp_014,articulated_task_lamp,Articulated task lamp,"A two-link desk lamp with a round base, exposed spring arms, and a shallow dome shade with a rear toggle switch. The lower arm rotates on a base hinge, the upper arm rotates on an elbow hinge, the shade tilts on a hinge at the tip, and the rear toggle switch pivots on a short local hinge. Home office lighting scale.",openai,gpt-5.4,high,160,,spring arm toggle,false
articulated_task_lamp_015,articulated_task_lamp,Articulated task lamp,"A cantilever task lamp with a heavy clamp base, a long primary arm, a short secondary arm, and an oval head. The primary arm rotates on a hinge at the clamp tower, the secondary arm rotates on an elbow hinge, and the oval head tilts on a hinge at the end bracket. Drafting-desk lamp scale.",openai,gpt-5.4,high,160,,cantilever clamp lamp,false
articulated_task_lamp_016,articulated_task_lamp,Articulated task lamp,"A desk task lamp with a low rectangular base, a short upright, a pivoting side arm, and a cylindrical head with a side button. The upright rotates on a hinge at the base, the side arm rotates on a hinge at the upright top, the head tilts on a hinge at the arm tip, and the side button depresses as a small prismatic control. Compact work-light scale.",openai,gpt-5.4,high,160,,compact work light,false
articulated_task_lamp_017,articulated_task_lamp,Articulated task lamp,"A floor task lamp with a round base, a tall lower arm, a shorter upper arm, and a spotlight shade in a yoke. The lower arm rotates on a hinge above the base, the upper arm rotates on an elbow hinge, and the spotlight shade tilts on a horizontal hinge between the yoke arms. Studio reading-lamp scale.",openai,gpt-5.4,high,160,,floor spotlight task,false
articulated_task_lamp_018,articulated_task_lamp,Articulated task lamp,"A clip-on task lamp with a spring clip, a slender gooseneck-like articulated lower arm, a short upper link, and a conical shade. The lower arm rotates on a hinge above the clip, the upper link rotates on an elbow hinge, and the conical shade tilts on a hinge at the tip bracket. Bedside clip-light scale.",openai,gpt-5.4,high,160,,clip on task lamp,false
articulated_task_lamp_019,articulated_task_lamp,Articulated task lamp,"A drafting task lamp with a weighted base, two parallel arm links, a rear tension joint, and a flat rectangular head. The lower arm rotates on a hinge at the base, the upper arm rotates on a hinge at the elbow, and the head tilts on a hinge at the arm tip. Studio drawing-light scale.",openai,gpt-5.4,high,160,,drafting task head,false
articulated_task_lamp_020,articulated_task_lamp,Articulated task lamp,"A wall-mounted task lamp with a hinged wall bracket, a two-link swing arm, and a shallow metal shade with a front dimmer knob. The first arm rotates on a hinge at the wall bracket, the second arm rotates on an elbow hinge, the shade tilts on a hinge at the tip, and the dimmer knob rotates continuously on its short front shaft. Bedroom reading-light scale.",openai,gpt-5.4,high,160,,wall lamp dimmer,false
desk_with_drawer_001,desk_with_drawer,Desk with drawer,"A writing desk with a rectangular top, four straight legs, and one shallow center drawer below the front edge. The drawer slides prismatically on straight internal runners beneath the top. Home office desk scale.",openai,gpt-5.4,high,155,,writing desk center drawer,false
desk_with_drawer_002,desk_with_drawer,Desk with drawer,"A pedestal desk with a wide top, a left stack of three drawers, and a right stack of two drawers with a knee opening between them. Each drawer slides prismatically on its own straight runner set within the pedestal carcass. Office workstation scale.",openai,gpt-5.4,high,155,,pedestal desk drawers,false
desk_with_drawer_003,desk_with_drawer,Desk with drawer,"A compact study desk with a slim top, one shallow top drawer, and a deeper lower drawer in a single right-side pedestal. The two drawers slide prismatically on separate internal guides under the desk frame. Bedroom study-desk scale.",openai,gpt-5.4,high,155,,study desk pedestal,false
desk_with_drawer_004,desk_with_drawer,Desk with drawer,"An L-shaped corner desk with a long main worksurface, a return side surface, and two drawers under the return section. The two drawers slide prismatically on straight runners inside the return-side carcass. Corner workstation scale.",openai,gpt-5.4,high,155,,l desk drawers,false
desk_with_drawer_005,desk_with_drawer,Desk with drawer,"A secretary-style desk with a rectangular body, a fold-down writing front, and a shallow drawer below. The writing front rotates downward on a horizontal hinge at the lower edge of the opening, and the lower drawer slides prismatically on straight guides. Traditional desk scale.",openai,gpt-5.4,high,155,,secretary fold front,false
desk_with_drawer_006,desk_with_drawer,Desk with drawer,"A trestle desk with a broad top, a center pencil drawer, and a side utility drawer tucked under the right edge. The center drawer and side drawer each slide prismatically on their own straight runners beneath the top. Studio desk scale.",openai,gpt-5.4,high,155,,trestle desk drawers,false
