row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,sdk_package,label
monitor_mount_mechanical_fresh_01,monitor_mount,Monitor mount,"Design a realistic, highly detailed monitor mount as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a counterbalanced display-support mechanism using a wall or desk bracket, primary arm, secondary arm, and tilt head, shown without any screen attached. Pan, tilt, and fold joints should be visible through knuckles, friction collars, and supported pivots. Emphasize rigid brackets, exposed pivot hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus spring housings, cable passages, and plate-style mounting geometry. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Monitor mount Mechanical Fresh 1
multisegment_foldout_arm_mechanical_fresh_01,multisegment_foldout_arm,Multi-segment fold-out arm,"Design a realistic, highly detailed multi-segment fold-out arm as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a compact nested arm package that unfolds into several rigid linked sections. The deployed and stowed motion should be legible from sequential hinge barrels and over-center linkage geometry. Emphasize rigid brackets, exposed hinge hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus packing latches, stop tabs, and stacked side plates. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Multi-segment fold-out arm Mechanical Fresh 1
offsetaxis_rotary_stack_mechanical_fresh_01,offsetaxis_rotary_stack,Offset-axis rotary stack,"Design a realistic, highly detailed offset-axis rotary stack as a standalone mechanical study assembly for the sdk_hybrid pipeline, with multiple rotary stages stacked on offset axes and connected by rigid transfer brackets. Each stage should sit on its own hub or trunnion so the axis offsets are obvious and mechanically supported. Emphasize rigid brackets, exposed bearing hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus bearing carriers, spacer blocks, and stepped housing forms. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Offset-axis rotary stack Mechanical Fresh 1
opposed_twinslide_gripper_mechanical_fresh_01,opposed_twinslide_gripper,Opposed twin-slide gripper,"Design a realistic, highly detailed opposed twin-slide gripper as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a symmetric gripper body using two sliding jaws that move toward a central opening. Both jaw slides should be guided by explicit rails, guides, or tongue-and-groove tracks with a believable actuation path. Emphasize rigid brackets, exposed guide hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus jaw pads, synchronizing link housings, and hard-stop blocks. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Opposed twin-slide gripper Mechanical Fresh 1
orthogonal_xy_stage_mechanical_fresh_01,orthogonal_xy_stage,Orthogonal XY stage,"Design a realistic, highly detailed orthogonal XY stage as a standalone mechanical study assembly for the sdk_hybrid pipeline, with stacked X and Y slides arranged as an orthogonal two-axis positioning stage. Each axis should have its own rails, moving table, and support base so the stacked travel path reads clearly. Emphasize rigid brackets, exposed guide hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus limit blocks, cable-chain brackets, and plate stiffeners. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Orthogonal XY stage Mechanical Fresh 1
orthogonal_xz_stage_mechanical_fresh_01,orthogonal_xz_stage,Orthogonal XZ stage,"Design a realistic, highly detailed orthogonal XZ stage as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a horizontal X slide combined with a vertical Z lift in one orthogonal positioning assembly. The horizontal and vertical axes should have separate guide systems, carriage plates, and structural supports. Emphasize rigid brackets, exposed guide hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus column gussets, wipers, and mechanical stop details. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Orthogonal XZ stage Mechanical Fresh 1
orthogonal_yz_stage_mechanical_fresh_01,orthogonal_yz_stage,Orthogonal YZ stage,"Design a realistic, highly detailed orthogonal YZ stage as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a horizontal Y slide combined with a vertical Z lift in one orthogonal positioning assembly. The horizontal and vertical axes should have distinct guide members and clear load paths between the base and moving stages. Emphasize rigid brackets, exposed guide hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus column braces, protective rail strips, and stop hardware. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Orthogonal YZ stage Mechanical Fresh 1
pitchroll_module_mechanical_fresh_01,pitchroll_module,Pitch-roll module,"Design a realistic, highly detailed pitch-roll module as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a compact two-axis orientation module that carries one pitch axis inside a roll frame. The two axes should read through nested trunnions, side cheeks, and clear bearing spacing. Emphasize rigid brackets, exposed bearing hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus clamp collars, end caps, and index marks. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Pitch-roll module Mechanical Fresh 1
portal_gantry_with_vertical_slide_mechanical_fresh_01,portal_gantry_with_vertical_slide,Portal gantry with vertical slide,"Design a realistic, highly detailed portal gantry with vertical slide as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a portal frame spanning two legs and a central Z carriage hanging from the bridge. The portal should stay rigid while the vertical carriage travels on clear guides beneath the bridge. Emphasize rigid brackets, exposed guide hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus crossbeam plates, column feet, and rail guard strips. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Portal gantry with vertical slide Mechanical Fresh 1
prismaticrevolute_chain_mechanical_fresh_01,prismaticrevolute_chain,Prismatic-revolute chain,"Design a realistic, highly detailed prismatic-revolute chain as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a linear slide feeding a rotary joint at the distal end. The sliding stage and the downstream hinge should each have explicit guide or bearing support. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus a carriage plate, clevis head, and travel stops. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Prismatic-revolute chain Mechanical Fresh 1
prismaticrevoluteprismatic_chain_mechanical_fresh_01,prismaticrevoluteprismatic_chain,Prismatic-revolute-prismatic chain,"Design a realistic, highly detailed prismatic-revolute-prismatic chain as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a linear base axis, a rotary elbow, and a secondary linear output stage. Both prismatic stages should be clearly guided and the central revolute joint should be carried by real side plates and hubs. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus nested rails, joint guards, and end-of-travel bumpers. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Prismatic-revolute-prismatic chain Mechanical Fresh 1
prismaticrevoluterevolute_chain_mechanical_fresh_01,prismaticrevoluterevolute_chain,Prismatic-revolute-revolute chain,"Design a realistic, highly detailed prismatic-revolute-revolute chain as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a linear base axis followed by two serial rotary joints. The slide should carry a rigid turret that then splits into two clearly supported hinge stages. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus guide blocks, pivot bosses, and compact link brackets. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Prismatic-revolute-revolute chain Mechanical Fresh 1
pushpull_plunger_chain_mechanical_fresh_01,pushpull_plunger_chain,Push-pull plunger chain,"Design a realistic, highly detailed push-pull plunger chain as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a straight-line actuator chain built from nested plungers and guided sleeves. The motion should read as telescoping or sliding plungers with obvious bushings, collars, and return travel limits. Emphasize rigid brackets, exposed guide hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus seal glands, flange mounts, and stepped sleeves. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Push-pull plunger chain Mechanical Fresh 1
radial_arm_with_sliding_carriage_mechanical_fresh_01,radial_arm_with_sliding_carriage,Radial arm with sliding carriage,"Design a realistic, highly detailed radial arm with sliding carriage as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a radial boom pivoting from a central column and a carriage sliding along the boom. The boom pivot and the carriage travel should both be explicit, with supported hubs at the base and guides along the arm. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus a column collar, rack-like edge details, and carriage stop hardware. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Radial arm with sliding carriage Mechanical Fresh 1
revoluteprismatic_chain_mechanical_fresh_01,revoluteprismatic_chain,Revolute-prismatic chain,"Design a realistic, highly detailed revolute-prismatic chain as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a rotary base or hinge feeding a linear output carriage. The upstream pivot should sit on a clear hub while the downstream stage slides on visible guides or sleeves. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus trunnion cheeks, guide blocks, and lockout tabs. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Revolute-prismatic chain Mechanical Fresh 1
revoluteprismaticrevolute_chain_mechanical_fresh_01,revoluteprismaticrevolute_chain,Revolute-prismatic-revolute chain,"Design a realistic, highly detailed revolute-prismatic-revolute chain as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a rotary joint, a linear intermediate stage, and a distal wrist hinge. Each axis should remain discrete, with the linear stage clearly bridging two supported revolute modules. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus clevis brackets, carriage saddles, and stop bosses. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Revolute-prismatic-revolute chain Mechanical Fresh 1
revoluterevoluteprismatic_chain_mechanical_fresh_01,revoluterevoluteprismatic_chain,Revolute-revolute-prismatic chain,"Design a realistic, highly detailed revolute-revolute-prismatic chain as a standalone mechanical study assembly for the sdk_hybrid pipeline, with two serial rotary joints leading into a guided sliding output. The two pivots should be separated by rigid links, and the final slide should use obvious rails or telescoping members. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus hub spacers, slide sleeves, and joint guard rings. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Revolute-revolute-prismatic chain Mechanical Fresh 1
rotary_base_with_vertical_slide_mechanical_fresh_01,rotary_base_with_vertical_slide,Rotary base with vertical slide,"Design a realistic, highly detailed rotary base with vertical slide as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a yaw-capable base pedestal carrying a vertical lift stage above it. The rotary base and lift carriage should each have their own bearing or guide support, with no floating transitions. Emphasize rigid brackets, exposed motion hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus column covers, rotary hub flanges, and hard-stop collars. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Rotary base with vertical slide Mechanical Fresh 1
rotary_table_with_tilting_trunnion_mechanical_fresh_01,rotary_table_with_tilting_trunnion,Rotary table with tilting trunnion,"Design a realistic, highly detailed rotary table with tilting trunnion as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a circular rotary table nested inside a side-supported tilting trunnion frame. The table spin and the trunnion tilt should read through distinct hubs, shafts, and bearing cheeks. Emphasize rigid brackets, exposed bearing hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus faceplate slots, sector stops, and thick side yokes. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Rotary table with tilting trunnion Mechanical Fresh 1
serial_elbow_arm_mechanical_fresh_01,serial_elbow_arm,Serial elbow arm,"Design a realistic, highly detailed serial elbow arm as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a compact elbowed arm assembly using serial shoulder and elbow joints and a small flange at the end. The joint sequence should read through rigid link members, bearing housings, and clear axis offsets. Emphasize rigid brackets, exposed bearing hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus a mounting pedestal, ribbed link plates, and stop features. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Serial elbow arm Mechanical Fresh 1
shoulderelbowwrist_arm_mechanical_fresh_01,shoulderelbowwrist_arm,Shoulder-elbow-wrist arm,"Design a realistic, highly detailed shoulder-elbow-wrist arm as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a three-axis arm assembly using shoulder, elbow, and wrist articulation. Each of the three axes should have explicit hubs or trunnions and enough spacing to read cleanly as separate joints. Emphasize rigid brackets, exposed bearing hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus a wrist flange, cable-channel covers, and joint rings. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Shoulder-elbow-wrist arm Mechanical Fresh 1
single_continuous_rotary_shaft_mechanical_fresh_01,single_continuous_rotary_shaft,Single continuous rotary shaft,"Design a realistic, highly detailed single continuous rotary shaft as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a continuous rotary shaft supported by multiple bearing stations and end housings. The shaft should spin through obvious journals, collars, and supports rather than floating through empty space. Emphasize rigid brackets, exposed bearing hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus coupling flanges, seal covers, and torque-arm style mounts. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Single continuous rotary shaft Mechanical Fresh 1
single_pitch_axis_module_mechanical_fresh_01,single_pitch_axis_module,Single pitch axis module,"Design a realistic, highly detailed single pitch axis module as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a single-axis pitch cradle built around a rigid side-supported trunnion. The pitched body should rotate between side cheeks with believable shafts, bearings, and stop faces. Emphasize rigid brackets, exposed bearing hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus sector plates, clamping bolts, and index marks. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Single pitch axis module Mechanical Fresh 1
single_prismatic_slider_mechanical_fresh_01,single_prismatic_slider,Single prismatic slider,"Design a realistic, highly detailed single prismatic slider as a standalone mechanical study assembly for the sdk_hybrid pipeline, with a single-axis linear slide module using a fixed base and one moving carriage. The carriage should ride on explicit rails, ways, or telescoping sleeves with clear support length. Emphasize rigid brackets, exposed guide hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus travel stop blocks, bellows stand-ins, and mounting ears. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Single prismatic slider Mechanical Fresh 1
single_revolute_hinge_mechanical_fresh_01,single_revolute_hinge,Single revolute hinge,"Design a realistic, highly detailed single revolute hinge as a standalone mechanical study assembly for the sdk_hybrid pipeline, with one clear rotary axis joining two rigid leaves or clevis members in a heavy-duty hinge. The hinge pin, barrel segments, and support cheeks should be prominent and mechanically plausible. Emphasize rigid brackets, exposed hinge hardware, removable access covers, and disciplined machined-or-fabricated hard-surface geometry, plus grease-cap details, stop lugs, and bolted leaf plates. Keep it as a pure mechanical assembly with explicit joints, guides, bearings, brackets, and support structure. Avoid product styling, decorative housings, or recognizable household or device forms.",openai,gpt-5.4,high,50,sdk,Single revolute hinge Mechanical Fresh 1
