row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,label,design_audit
extension_ladder,extension_ladder,Extension ladder,A standard extension ladder with two parallel rail sections and a fly section that rises within the base rails. The fly section slides prismatically upward along the guide channels of the base section. Contractor ladder scale.,gemini,gemini-3.1-pro-preview,high,100,,,false
floor_lamp,floor_lamp,Floor lamp,"A tripod floor lamp with three legs, a central post, and a spotlight head in a side yoke near the top. The spotlight head tilts on a horizontal hinge between the yoke arms. Decorative room-light scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
bench_vise_with_prismatic_jaw,bench_vise_with_prismatic_jaw,Bench vise with prismatic jaw,"A clamp-on welding vise with a parallel C-clamp base that grips a workbench, a fixed rear jaw, and a prismatic sliding front jaw. The C-clamp base tightens on a revolute screw joint to clamp the bench. The front jaw slides prismatically on guide rods.",gemini,gemini-3.1-pro-preview,high,100,,,false
drillpress_tilt_table,drillpress_tilt_table,Drill-press tilt table,"A woodworking drill press with a tall column, a rectangular tilting table, and a sliding fence stop block on the front rail. The table slides prismatically on the column, the table rotates on its horizontal tilt hinge, and the stop block slides prismatically along the fence rail. Woodshop drill scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
remote,remote,Remote,"A shutter remote with a compact body, a spring-loaded top cover, and two large front buttons. The top cover rotates upward on a short hinge at the rear edge, and the two front buttons depress independently as small prismatic controls. Camera accessory scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
air_purifier_with_filter_door,air_purifier_with_filter_door,Air purifier with filter door,"A flat wall-panel air purifier with a front access door and a rectangular filter cartridge behind it. The front access door rotates on a vertical hinge at the left edge, and the filter cartridge slides prismatically out on bottom guide rails behind the door. Wall-mounted purifier scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
easel,easel,Easel,"A display easel with a tripod base, a small top clamp that slides on the mast, and a lower support ledge. The tripod legs rotate on crown hinges, and the top clamp slides prismatically along the mast above the ledge. Lobby display scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
studio_spotlight_on_yoke,studio_spotlight_on_yoke,Studio spotlight on yoke,"A studio spotlight on a yoke stand with a round base, a vertical support, a U-shaped yoke, and a cylindrical lamp can. The yoke pans on a vertical joint at the stand top, and the lamp can tilts on a horizontal hinge between the yoke arms. Stage-light scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
swivel_bar_stool,swivel_bar_stool,Swivel bar stool,"A pedestal swivel bar stool with a round base, a central post, and a circular seat. The seat rotates continuously about the vertical pedestal axis. Bar seating scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
wall_thermostat_with_articulated_controls,wall_thermostat_with_articulated_controls,Wall thermostat with articulated controls,"A digital thermostat with a shallow square body, a side rotary dial, and four front buttons. The side dial rotates continuously on its short shaft, and the four front buttons depress independently as small prismatic controls. Home wall-control scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
toaster_oven,toaster_oven,Toaster oven,"A retro-style toaster oven with a wide body, two side-hinged front doors, and three chrome control knobs in a vertical stack. The two doors rotate outward on their vertical hinges at the body sides, and the three knobs rotate continuously on their front shafts. Countertop appliance scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
tripodmounted_device,tripodmounted_device,Tripod-mounted device,"A compact camera-like device mounted on a tripod with three folding legs, a pan head, and a tilt plate under the device body. The three legs rotate on hinges at the tripod crown, the head pans continuously about a vertical joint, and the device tilts on a horizontal hinge at the top plate. Tripod accessory scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
single_yaw_axis_module,single_yaw_axis_module,Single yaw axis module,"An under-slung yaw-axis rotary module. A top support bracket carries the moving member below it, creating a different silhouette while keeping the same single-axis kinematics. One revolute joint turns the output face about the vertical support axis.",gemini,gemini-3.1-pro-preview,high,100,,,false
barrier_gate,barrier_gate,Barrier gate,A parking barrier gate with a rectangular control housing and a counterweighted horizontal boom arm that lifts on a revolute hinge.,gemini,gemini-3.1-pro-preview,high,100,,,false
single_prismatic_slider,single_prismatic_slider,Single prismatic slider,A bridge-guided linear carriage. A grounded bridge frame supports a single carried slider running through a boxed guide channel. The carried slider is one prismatic joint along the channel axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
single_revolute_hinge,single_revolute_hinge,Single revolute hinge,A fork-and-tab hinge assembly. A clevis-like fixed side captures a single moving tab between its cheeks with a through-pin and short barrel segments. The tab is one revolute joint about the supported pin axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
single_continuous_rotary_shaft,single_continuous_rotary_shaft,Single continuous rotary shaft,A through-shaft rotary module. A fixed frame carries a straight shaft through a pair of side bearings with a compact output collar near one end. The shaft spins on a single continuous joint about its supported axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
single_roll_axis_module,single_roll_axis_module,Single roll axis module,"An under-slung roll-axis spindle module. A top support bracket carries the moving member below it, creating a different silhouette while keeping the same single-axis kinematics. One revolute joint spins the output flange about its own longitudinal shaft axis between fixed supports.",gemini,gemini-3.1-pro-preview,high,100,,,false
dj_equipment,dj_equipment,DJ equipment,A DJ monitor wedge speaker on a tilt bracket. A rectangular speaker cabinet sits on a tilt base bracket. The speaker cabinet tilts on a revolute hinge at the bracket pivot about a horizontal axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
single_pitch_axis_module,single_pitch_axis_module,Single pitch axis module,"An under-slung pitch-axis trunnion module. A top support bracket carries the moving member below it, creating a different silhouette while keeping the same single-axis kinematics. One revolute joint tilts the carried face about a horizontal trunnion axis supported by side cheeks.",gemini,gemini-3.1-pro-preview,high,100,,,false
fidget_toy,fidget_toy,Fidget toy,A clicking slider fidget toy with a rectangular flat housing and a center thumb slider that slides back and forth. The thumb slider moves prismatically along the housing's long axis. A ratchet click mechanism engages at each end on a short revolute detent.,gemini,gemini-3.1-pro-preview,high,100,,,false
floodlight_mast_with_tilt_head,floodlight_mast_with_tilt_head,Floodlight mast with tilt head,"A stadium four-head floodlight mast with a round pole, a top cross-arm, and four individual lamp heads. The cross-arm is fixed to the pole top. Each lamp head tilts on its own revolute tilt joint at the arm mount bracket.",gemini,gemini-3.1-pro-preview,high,100,,,false
car_axles,car_axles,Car Axles,"A front live-axle beam with a wide rectangular solid-steel beam, two kingpin steering knuckle housings each pivoting on vertical revolute kingpin joints at the beam ends, and two wheel hubs spinning on revolute axles at each knuckle face.",gemini,gemini-3.1-pro-preview,high,100,,,false
robotic_arms,robotic_arms,Robotic Arms,"A three-joint robotic arm for pick-and-place work. A pedestal base carries a shoulder housing, upper arm link, forearm link, and compact wrist head. Joints: shoulder revolute about vertical, elbow revolute about horizontal, wrist revolute about the forearm axis. Offset the moving chain to one side of the fixed support.",gemini,gemini-3.1-pro-preview,high,100,,,false
yawpitch_module,yawpitch_module,Yaw-pitch module,A bridge-backed yaw-pitch module. A rear support frame carries a compact yaw base and a smaller pitch yoke with a simple output face. The yaw base and pitch yoke are revolute joints on vertical and horizontal axes.,gemini,gemini-3.1-pro-preview,high,100,,,false
astronomical_telescope_on_tripod,astronomical_telescope_on_tripod,Astronomical telescope on tripod,A children's tabletop first telescope: a small refractor on a simple alt-az tripod. The telescope tube tilts on a revolute altitude joint on the tripod head. The tripod head rotates continuously on an azimuth bearing.,gemini,gemini-3.1-pro-preview,high,100,,,false
robotic_leg,robotic_leg,Robotic leg,"A robotic leg module for a walking machine. An upper leg housing carries a thigh link, shank link, and compact ankle-foot section. Joints: hip revolute about a lateral axis, knee revolute about a lateral axis, ankle revolute about a lateral axis. Offset the moving chain to one side of the fixed support.",gemini,gemini-3.1-pro-preview,high,100,,,false
screwcap_bottle,screwcap_bottle,Screw-cap bottle,"A screw-cap bottle. A bottle body rises to a threaded neck, capped by a separate screw closure. Joints: the cap rotates continuously about the bottle neck axis. Make the rotating element narrow and long.",gemini,gemini-3.1-pro-preview,high,100,,,false
screwin_light_bulb_with_socket,screwin_light_bulb_with_socket,Screw-in light bulb with socket,"A screw-in light bulb seated in a socket. A bulb envelope sits above a threaded metal base, and the socket body holds the mating threaded collar. Joints: the bulb rotates continuously about the shared socket axis. Make the rotating element narrow and long.",gemini,gemini-3.1-pro-preview,high,100,,,false
bell_tower_with_swinging_bell,bell_tower_with_swinging_bell,Bell tower with swinging bell,A concrete bell tower with a plain rectangular shaft and a large bell on a steel frame yoke swinging on a revolute joint.,gemini,gemini-3.1-pro-preview,high,100,,,false
bicycle_fork_and_handlebar_assembly,bicycle_fork_and_handlebar_assembly,Bicycle fork and handlebar assembly,"A city upright bike fork with a round steerer and two blade legs, and a wide swept-back handlebar on a tall stem. The tall stem clamps to the steerer on a revolute joint for angle. The swept-back bar rotates in the stem clamp on a revolute joint.",gemini,gemini-3.1-pro-preview,high,100,,,false
clock_tower_with_rotating_hour_and_minute_hands,clock_tower_with_rotating_hour_and_minute_hands,Clock tower with rotating hour and minute hands,A modern steel-and-glass clock tower with a square shaft and four large circular clock faces. Each clock face has a minute hand rotating continuously and an hour hand rotating continuously on the same central axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
revolving_door,revolving_door,Revolving Door,A narrow vestibule three-wing revolving door for a tight commercial entry. A slim central post carries three narrow rectangular panel wings. The wing assembly rotates continuously about the slim post axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
roof_vent_tower_with_hinged_flap,roof_vent_tower_with_hinged_flap,Roof vent tower with hinged flap,"A rooftop vent tower with a weather flap. An upright vent housing ends in a framed outlet, with one flap attached along the top edge. Joints: the flap is a single revolute panel about a horizontal top-edge axis. Keep the body shallow and compact around the opening.",gemini,gemini-3.1-pro-preview,high,100,,,false
sewing_box_with_simple_hinged_lid,sewing_box_with_simple_hinged_lid,Sewing box with simple hinged lid,A small sewing box with a plain top lid. A rectangular box body supports one lid panel along the rear edge. Joints: the lid is a single revolute panel about a horizontal rear hinge axis. Keep the body shallow and compact around the opening.,gemini,gemini-3.1-pro-preview,high,100,,,false
bicycle_crankset_and_pedal_assembly,bicycle_crankset_and_pedal_assembly,Bicycle crankset and pedal assembly,"A fixie track crankset with a solid right crank arm, a left arm, and a single keyed track chainring. The spindle and both crank arms rotate continuously. Each pedal rotates continuously about its axle.",gemini,gemini-3.1-pro-preview,high,100,,,false
elevator,elevator,Elevator,A hospital stretcher elevator with a wide rectangular car and two wide sliding door panels. The car slides prismatically on vertical guide rail columns. Each door panel slides prismatically sideways on its guide rail track.,gemini,gemini-3.1-pro-preview,high,100,,,false
service_access_panel,service_access_panel,Service access panel,"A hinged service access panel on an equipment face. A rectangular frame surrounds the opening, and a panel door hangs from one side with a latch edge opposite. Joints: the door is a single revolute panel about a vertical side hinge axis. Keep the body shallow and compact around the opening.",gemini,gemini-3.1-pro-preview,high,100,,,false
singleleaf_drawbridge,singleleaf_drawbridge,Single-leaf drawbridge,A single-leaf drawbridge. A fixed shore frame carries one bridge leaf on heavy side bearings. Joints: the bridge leaf is a single revolute panel about a horizontal shore-side axis. Keep the body shallow and compact around the opening.,gemini,gemini-3.1-pro-preview,high,100,,,false
sliding_security_gate,sliding_security_gate,Sliding security gate,A sliding security gate. A fixed post and frame support one gate leaf captured by a top track or bottom guide. Joints: the gate leaf translates prismatically along the track axis. Center the moving member on the main body axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
sliding_window,sliding_window,Sliding window,A single-sash sliding window. A rectangular outer frame contains one fixed frame segment and one sliding sash. Joints: the sash translates prismatically along horizontal guide channels. Center the moving member on the main body axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
cctv_mast_with_pantilt_camera_head,cctv_mast_with_pantilt_camera_head,CCTV mast with pan-tilt camera head,A telescoping CCTV mast with a two-stage nested pole on a ballast base and a box camera head on two revolute pan and tilt axes.,gemini,gemini-3.1-pro-preview,high,100,,,false
ceiling_fan,ceiling_fan,Ceiling fan,An outdoor wet-rated ceiling fan with a sealed motor housing on a downrod and two wide blade arms with blades. The blade assembly rotates continuously. The downrod mounts to the canopy on a fixed swivel joint.,gemini,gemini-3.1-pro-preview,high,100,,,false
dualcolumn_lift_carriage,dualcolumn_lift_carriage,Dual-column lift carriage,"A boxed dual-column lift carriage. Two grounded guide columns are tied by a base and top crosshead, and a rectangular carriage rides between them on wrapped guide blocks. One prismatic joint moves the carriage along the column axis.",gemini,gemini-3.1-pro-preview,high,100,,,false
dualrail_gantry_axis,dualrail_gantry_axis,Dual-rail gantry axis,"A portal-lite dual-rail gantry. A grounded two-rail chassis carries a transverse beam riding on end trucks, and the beam supports a central runner. The beam translates prismatically along the base rails, and the runner translates prismatically along the beam axis.",gemini,gemini-3.1-pro-preview,high,100,,,false
electrical_cabinet_door,electrical_cabinet_door,Electrical cabinet door,"A control cabinet with a tall narrow carcass, a single hinged outer door, and an inner hinged equipment sub-door. The outer door hinges on revolute knuckles at its left edge. The inner sub-door hinges on its own revolute knuckles inside the outer frame.",gemini,gemini-3.1-pro-preview,high,100,,,false
offsetaxis_rotary_stack,offsetaxis_rotary_stack,Offset-axis rotary stack,"A edge-arm offset rotary stack. A grounded lower platform carries a stiff side arm, and the side arm supports a smaller upper rotary stage on a parallel offset axis. The lower platform and upper stage are separate revolute joints about parallel supported axes.",gemini,gemini-3.1-pro-preview,high,100,,,false
orthogonal_xy_stage,orthogonal_xy_stage,Orthogonal XY stage,A stacked XY positioning stage. A grounded X base carries a crosswise Y carriage with a compact top table. The X and Y stages are orthogonal prismatic joints on supported guideways.,gemini,gemini-3.1-pro-preview,high,100,,,false
searchlight_tower,searchlight_tower,Searchlight tower,"A searchlight tower with a pan-tilt lamp head. A mast support carries a yoke, and the lamp body sits between the yoke arms. Joints: the head pans on a vertical revolute base and tilts on a horizontal revolute yoke axis. Use one central support under the rotating stage.",gemini,gemini-3.1-pro-preview,high,100,,,false
simple_aframe_step_ladder,simple_aframe_step_ladder,Simple A-frame step ladder,"A folding A-frame step ladder. A front climbing frame and a rear support frame meet at a top cap, with wide treads on the front frame. Joints: the rear frame folds relative to the front frame on a single revolute hinge at the top cap. Keep the folded envelope narrow and easy to store.",gemini,gemini-3.1-pro-preview,high,100,,,false
skateboard,skateboard,Skateboard,"A skateboard with standard trucks. A deck supports front and rear truck hangers, each holding one axle and two wheels. Joints: each wheel spins continuously about its axle, and each truck steers on a revolute kingpin axis. Push the wheels farther outboard for a wider stance.",gemini,gemini-3.1-pro-preview,high,100,,,false
stick_vacuum_with_folding_joint,stick_vacuum_with_folding_joint,Stick vacuum with folding joint,"A stick vacuum with a folding wand. A motor body connects to a straight wand and a floor head, with the fold joint placed between the body and the wand. Joints: the fold joint is revolute about a horizontal axis, and the floor head pitches on a second revolute hinge. Offset the moving chain to one side of the fixed support.",gemini,gemini-3.1-pro-preview,high,100,,,false
syringe,syringe,Syringe,"A hand syringe. A cylindrical barrel holds a plunger rod and plunger head, ending in a nozzle tip. Joints: the plunger translates prismatically along the barrel axis. Center the moving member on the main body axis.",gemini,gemini-3.1-pro-preview,high,100,,,false
twostage_telescoping_slide,twostage_telescoping_slide,Two-stage telescoping slide,A two-stage telescoping slide. A grounded outer sleeve carries an intermediate member and an extending output member with a small end plate. The two stages slide on serial prismatic joints along the same axis.,gemini,gemini-3.1-pro-preview,high,100,,,false
binoculars,binoculars,Binoculars,Image-stabilized binoculars with two cylindrical objective barrels on a fixed bridge and an internal stabilizing prism block. The bridge hinge adjusts interpupillary distance on a revolute joint. An external focus wheel rotates continuously.,gemini,gemini-3.1-pro-preview,high,100,,,false
coaxial_rotary_stack,coaxial_rotary_stack,Coaxial rotary stack,"A stepped coaxial rotary stack. A grounded round base supports several concentric rotary stages on one common vertical shaft, with the stages clearly separated by diameter and height. The stages are independent revolute joints about the shared axis.",gemini,gemini-3.1-pro-preview,high,100,,,false
keyboard,keyboard,Keyboard,"A compact mechanical keyboard. A rectangular case supports a grid of raised keycaps and a space bar row, with all keys arranged on a slightly recessed top plate. Each keycap is a small vertical prismatic slider with short travel normal to the case top.",gemini,gemini-3.1-pro-preview,high,100,,,false
linear_carriage_with_independent_rotary_endeffector,linear_carriage_with_independent_rotary_endeffector,Linear carriage with independent rotary end-effector,"A linear carriage with an independent rotary end-effector. A grounded rail body carries one sliding carriage, and the carriage supports a short spindle or tool face on its own compact bearing housing. The carriage is a prismatic joint along the rail, and the carried spindle is a separate revolute joint about its own supported axis.",gemini,gemini-3.1-pro-preview,high,100,,,false
mastmounted_fork_carriage,mastmounted_fork_carriage,Mast-mounted fork carriage,A mast-mounted fork carriage. A grounded mast with two guide rails carries a front carriage with a load backrest and paired forks projecting forward. The carriage is one vertical prismatic joint on the mast guides.,gemini,gemini-3.1-pro-preview,high,100,,,false
threestage_telescoping_slide,threestage_telescoping_slide,Three-stage telescoping slide,"A box-section three-stage telescoping slide. A grounded outer section carries a middle runner, and the middle runner carries a smaller inner runner. The middle and inner runners are serial prismatic joints.",gemini,gemini-3.1-pro-preview,high,100,,,false
turnstile_gates,turnstile_gates,Turnstile Gates,A three-arm turnstile gate. A central column supports a rotor hub with three radial arms inside a fixed frame. Joints: the arm hub rotates continuously about the vertical center axis. Use one central support under the rotating stage.,gemini,gemini-3.1-pro-preview,high,100,,,false
twojoint_prismatic_chain,twojoint_prismatic_chain,Two-joint prismatic chain,"A two-joint prismatic chain. A grounded base guide carries a first carriage, and the first carriage carries a second linear stage aligned with or stepped from the first. The two moving stages are serial prismatic joints on their supported guide axes.",gemini,gemini-3.1-pro-preview,high,100,,,false
vane_array_with_independent_pivots,vane_array_with_independent_pivots,Vane array with independent pivots,"A bridge-backed vane array. A rear frame supports several parallel blades, each on its own pair of end pivots. The blades are independent revolute joints on parallel axes.",gemini,gemini-3.1-pro-preview,high,100,,,false
xyz_cartesian_stage,xyz_cartesian_stage,XYZ Cartesian stage,"An XYZ cartesian stage. A grounded base carries a long X slide, the X carriage carries a crosswise Y slide, and the Y carriage carries a compact Z slide with a top tool plate. The X, Y, and Z axes are three stacked prismatic joints on orthogonal guide directions.",gemini,gemini-3.1-pro-preview,high,100,,,false
camera_flash,camera_flash,Camera flash,"A hot-shoe camera flash with a rectangular mounting foot, a tall body, and a boxy flash head carried on a short articulated neck. The neck swivels on a vertical revolute joint above the body, and the flash head tilts on a horizontal revolute joint at the top of the neck. Small camera-accessory scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
cannon,cannon,Cannon,A coastal defense embrasure cannon with a wide rectangular gun platform on a fixed concrete barbette and a long smooth-bore barrel on an elevating pivot. The barrel elevates on a revolute trunnion joint at the platform carriage. The platform assembly traverses on a continuous horizontal revolute bearing on the concrete base.,gemini,gemini-3.1-pro-preview,high,100,,,false
centrifugal_juicer_with_articulated_components,centrifugal_juicer_with_articulated_components,Centrifugal juicer with articulated components,"A compact centrifugal juicer with a short cylindrical base, a clear upper lid, and a slim feed pusher guided through the center chute. Two small control dials sit side by side on the front of the base beneath the chamber. The feed pusher slides prismatically inside the chute, the lid rotates on a rear hinge, the two control dials rotate on their own short shafts, and the spinning basket rotates continuously about the vertical drive axis.",gemini,gemini-3.1-pro-preview,high,100,,,false
conventional_oven_with_dropdown_door,conventional_oven_with_dropdown_door,Conventional oven with drop-down door,"A commercial double-deck oven with two stacked rectangular baking chambers, each with its own front drop-down door. Each door drops on a revolute hinge at the door's bottom horizontal edge. Each chamber's hearth rack slides prismatically on side guide rails.",gemini,gemini-3.1-pro-preview,high,100,,,false
desktop_monitor_with_tilt_swivel_stand,desktop_monitor_with_tilt_swivel_stand,Desktop monitor with tilt swivel stand,"A premium desktop monitor with a thin display shell, a broad stand column, and a heavy base plate, plus a rear cable-cover door on the stand spine. the stand head keeps enough depth for a real tilt and pivot assembly behind the screen, and the cable door is a real supported flap rather than a seam line. The screen housing tilts on a horizontal hinge at the stand head, rotates continuously about its central viewing axis for portrait mode, and the stand swivels continuously on a vertical axis at the base, and the cable-cover door rotates on a small hinge along one vertical edge. Professional desk-monitor scale.",gemini,gemini-3.1-pro-preview,high,100,,,false
desktop_pc_tower,desktop_pc_tower,Desktop PC tower,"A rack-mount 4U desktop tower chassis with a wide low-profile rectangular body, a hinged front bezel panel on a revolute hinge at the left edge, and a top access panel on two rear revolute hinge pins that lifts for internal access.",gemini,gemini-3.1-pro-preview,high,100,,,false
opposed_twinslide_gripper,opposed_twinslide_gripper,Opposed twin-slide gripper,A boxed-body twin-slide gripper. A rigid center housing supports two mirrored jaw carriages with blunt vertical fingers and visible slide blocks at each side. The left and right jaw carriages are separate prismatic joints on opposed guideways.,gemini,gemini-3.1-pro-preview,high,100,,,false
orthogonal_xz_stage,orthogonal_xz_stage,Orthogonal XZ stage,"A bench XZ transfer stage. A fixed base rail supports a horizontal carriage, and the carriage supports a compact upright mast with a moving vertical head. The horizontal carriage and vertical head are orthogonal prismatic joints.",gemini,gemini-3.1-pro-preview,high,100,,,false
orthogonal_yz_stage,orthogonal_yz_stage,Orthogonal YZ stage,A compact service YZ stage. A fixed back support carries a short lateral slide and a visibly smaller hanging Z carriage. The lateral and vertical stages are orthogonal prismatic joints.,gemini,gemini-3.1-pro-preview,high,100,,,false
parabolic_dish_on_azimuth_elevation_mount,parabolic_dish_on_azimuth_elevation_mount,Parabolic dish on azimuth-elevation mount,"A satellite communication dish on a pedestal azimuth-elevation mount. A parabolic reflector sits on a rear support frame with a feed arm reaching to the dish center, and the reflector frame is attached to a yoke on top of a rotating pedestal. The pedestal yaws on a vertical revolute axis, and the dish elevates on a horizontal revolute axis through the yoke sides.",gemini,gemini-3.1-pro-preview,high,100,,,false
rotary_base_with_vertical_slide,rotary_base_with_vertical_slide,Rotary base with vertical slide,"A pan-base Z-slide module. A fixed lower rotary table carries an upright guide frame with a compact moving head. The rotary table is a revolute joint about vertical, and the head is a prismatic joint on the upright guide.",gemini,gemini-3.1-pro-preview,high,100,,,false
tackle_box_with_simple_hinged_lid,tackle_box_with_simple_hinged_lid,Tackle box with simple hinged lid,"A tackle box with a plain hinged lid. A rectangular box body supports one lid panel along the rear edge, with internal tray details kept fixed inside the body. Joints: the lid is a single revolute panel about a horizontal rear hinge axis. Keep the body shallow and compact around the opening.",gemini,gemini-3.1-pro-preview,high,100,,,false
tilting_fan,tilting_fan,Tilting fan,"A desk fan with a tilting head. A base supports a guarded fan head between two side brackets. Joints: the fan rotor spins continuously about its axle, and the head tilts on a horizontal revolute axis through the side brackets. Use one central support under the rotating stage.",gemini,gemini-3.1-pro-preview,high,100,,,false
turntable,turntable,Turntable,"A record turntable. A plinth supports a central platter and a tonearm base off to one side. Joints: the platter rotates continuously about vertical, and the tonearm swings on a revolute pivot at the tonearm base. Use one central support under the rotating stage.",gemini,gemini-3.1-pro-preview,high,100,,,false
watch_winder_box_with_hinged_lid,watch_winder_box_with_hinged_lid,Watch winder box with hinged lid,"A watch winder presentation box. A box body supports a top lid and one internal cradle mounted on a small spindle. Joints: the lid is revolute about a horizontal rear hinge axis, and the cradle rotates continuously about its spindle. Keep the body shallow and compact around the opening.",gemini,gemini-3.1-pro-preview,high,100,,,false
yawpitchroll_wrist,yawpitchroll_wrist,Yaw-pitch-roll wrist,"A bridge-backed three-axis wrist. A rear support carries a lower yaw stage, a smaller pitch frame, and a short roll spindle at the tip. The yaw, pitch, and roll functions are three serial revolute joints.",gemini,gemini-3.1-pro-preview,high,100,,,false
benchtop_monocular_laboratory_microscope,benchtop_monocular_laboratory_microscope,Benchtop Monocular Laboratory Microscope,"A benchtop monocular laboratory microscope with a horseshoe base, a curved arm, an inclined monocular tube, and a square mechanical stage. The objective nosepiece rotates about the vertical optical axis on a revolute turret joint, the stage carrier slides prismatically left to right on its cross-slide, and the full stage assembly slides prismatically fore and aft on the carrier support.",gemini,gemini-3.1-pro-preview,high,100,,,false
blimp,blimp,Blimp,"A small advertising blimp with an elongated envelope, a suspended gondola, tail fins, and two side propeller pods. The left and right propellers spin continuously on their shaft axes, and the rudder and elevator panels hinge from the trailing edges of the tail fins. Airship scale with a simple streamlined silhouette and a compact gondola.",gemini,gemini-3.1-pro-preview,high,100,,,false
dual_independent_finger_chains,dual_independent_finger_chains,Dual independent finger chains,A side-cheek dual finger assembly. A grounded palm plate supports two independent digit chains with stepped link sizes from root to tip. The left and right fingers are separate serial chains of three revolute joints each.,gemini,gemini-3.1-pro-preview,high,100,,,false
overbed_table,overbed_table,Overbed table,"A rehab overbed table with an H-base on casters and a broad single top. Twin uprights carry a height-adjustable bridge under the tabletop, and the wide top is hinged along its rear edge. The bridge rises prismatically within the uprights, the tabletop rotates on a transverse hinge at the rear edge, and the casters spin and swivel on their joints.",gemini,gemini-3.1-pro-preview,high,100,,,false
platform_cart,platform_cart,Platform cart,"A warehouse platform cart with a flat deck and four caster wheels. The low rectangular deck sits above corner caster mounts, and a push handle rises from one short end. Each caster wheel rotates on its axle, and each caster fork swivels on a vertical revolute pivot under the deck.",gemini,gemini-3.1-pro-preview,high,100,,,false
