row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,sdk_package,label,design_audit
multisegment_foldout_arm_one_each_high_01,multisegment_foldout_arm,Multi-segment fold-out arm,A slim service multi-segment fold-out arm. A narrow grounded spine supports a sequence of simple rigid links with compact joint cheeks and a small platform bracket at the end. The mechanism uses four serial revolute joints about parallel axes.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Multi-segment fold-out arm One Each 1,true
offsetaxis_rotary_stack_one_each_high_01,offsetaxis_rotary_stack,Offset-axis rotary stack,An under-slung offset rotary assembly. A top bridge support carries a lower rotary stage and a smaller upper stage that hangs from the bridge on a separate axis. The two stages are independent revolute joints on parallel supported axes.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Offset-axis rotary stack One Each 1,true
opposed_twinslide_gripper_one_each_high_01,opposed_twinslide_gripper,Opposed twin-slide gripper,A bridge-backed parallel gripper. A rear frame supports a short center housing and two outward guideways leading to mirrored jaw carriages. The jaw carriages are separate prismatic joints along the grip axis.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Opposed twin-slide gripper One Each 1,true
orthogonal_xy_stage_one_each_high_01,orthogonal_xy_stage,Orthogonal XY stage,"A compact service XY axis. A fixed lower guide supports a long carriage, and the carriage supports a shorter cross-slide with a square output face. The lower and upper stages are prismatic joints on crossed horizontal directions.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Orthogonal XY stage One Each 1,true
orthogonal_xz_stage_one_each_high_01,orthogonal_xz_stage,Orthogonal XZ stage,A compact service XZ stage. A fixed guide body supports a broad lower carriage and a slimmer vertical guide rising from it. The lower carriage and upper guide are orthogonal prismatic joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Orthogonal XZ stage One Each 1,true
orthogonal_yz_stage_one_each_high_01,orthogonal_yz_stage,Orthogonal YZ stage,A compact service YZ stage. A fixed back support carries a short lateral slide and a visibly smaller hanging Z carriage. The lateral and vertical stages are orthogonal prismatic joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Orthogonal YZ stage One Each 1,true
pitchroll_module_one_each_high_01,pitchroll_module,Pitch-roll module,A tower-mounted pitch-roll unit. A short pedestal supports a compact two-axis head whose outer member is visibly larger than the inner output cradle. The outer member rolls on a revolute joint and the inner cradle pitches on a perpendicular revolute joint.,openai,gpt-5.4,high,50,2.0,sdk_hybrid,Pitch-roll module One Each 1,true
portal_gantry_with_vertical_slide_one_each_high_01,portal_gantry_with_vertical_slide,Portal gantry with vertical slide,A compact service portal with lift stage. A grounded frame supports a broad horizontal carriage and a smaller vertical stage nested into its face. The horizontal carriage is one prismatic joint and the nested vertical stage is a second prismatic joint.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Portal gantry with vertical slide One Each 1,true
prismaticrevolute_chain_one_each_high_01,prismaticrevolute_chain,Prismatic-revolute chain,A compact service slide-hinge module. A broad grounded body supports one short carriage and one small hinged tab. The short carriage is a prismatic joint and the tab is a carried revolute joint.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Prismatic-revolute chain One Each 1,true
prismaticrevoluteprismatic_chain_one_each_high_01,prismaticrevoluteprismatic_chain,Prismatic-revolute-prismatic chain,"A compact service slide-link-slide module. A broad grounded body supports one carriage, one pivot frame, and one short terminal slider with plain hard edges. The carriage is prismatic, the pivot frame is revolute, and the terminal slider is prismatic.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Prismatic-revolute-prismatic chain One Each 1,true
prismaticrevoluterevolute_chain_one_each_high_01,prismaticrevoluterevolute_chain,Prismatic-revolute-revolute chain,A fork-backed slide with articulated tip. A rear support frame carries a prismatic carriage and a two-link arm mounted on the carriage. The carriage is a prismatic joint and the arm uses two serial revolute joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Prismatic-revolute-revolute chain One Each 1,true
pushpull_plunger_chain_one_each_high_01,pushpull_plunger_chain,Push-pull plunger chain,"A fork-backed plunger chain. A rear support frame carries a guide sleeve and a short lever in front of it, with the plunger tip driving the lever root. The sleeve and plunger are one prismatic joint, and the lever is one revolute joint.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Push-pull plunger chain One Each 1,true
radial_arm_with_sliding_carriage_one_each_high_01,radial_arm_with_sliding_carriage,Radial arm with sliding carriage,A compact service radial arm. A broad grounded base supports one sweeping arm and one small sliding head on the arm. The sweeping arm is a revolute joint and the sliding head is a prismatic joint.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Radial arm with sliding carriage One Each 1,true
revoluteprismatic_chain_one_each_high_01,revoluteprismatic_chain,Revolute-prismatic chain,A compact service arm with linear nose. A broad grounded base supports one rigid link and one tip slider that stays clearly smaller than the link. The mechanism uses one revolute joint followed by one prismatic joint.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Revolute-prismatic chain One Each 1,true
revoluteprismaticrevolute_chain_one_each_high_01,revoluteprismaticrevolute_chain,Revolute-prismatic-revolute chain,"A compact service hinge-slider-wrist module. A broad grounded base supports one pivot frame, one extension stage, and one small rotating tip member. The pivot frame is revolute, the extension is prismatic, and the tip member is revolute.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Revolute-prismatic-revolute chain One Each 1,true
revoluterevoluteprismatic_chain_one_each_high_01,revoluterevoluteprismatic_chain,Revolute-revolute-prismatic chain,"A fork-backed arm with telescoping nose. A rear support captures the first arm link, followed by a second link and a short output extension. The two arm links articulate through revolute joints, and the extension is a prismatic joint.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Revolute-revolute-prismatic chain One Each 1,true
rotary_base_with_vertical_slide_one_each_high_01,rotary_base_with_vertical_slide,Rotary base with vertical slide,A compact service pan-and-lift unit. A broad grounded body supports a lower rotary stage and a smaller vertical carriage above it. The lower stage rotates on a revolute joint and the upper carriage slides on a vertical prismatic joint.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Rotary base with vertical slide One Each 1,true
rotary_table_with_tilting_trunnion_one_each_high_01,rotary_table_with_tilting_trunnion,Rotary table with tilting trunnion,A compact service trunnion table. A broad grounded body supports a lower rotary base and a smaller upper work face held in side cheeks. The lower base rotates on a revolute joint and the upper work face tilts on a trunnion revolute joint.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Rotary table with tilting trunnion One Each 1,true
serial_elbow_arm_one_each_high_01,serial_elbow_arm,Serial elbow arm,"A fork-root elbow module. A fixed fork captures the upper arm root, and the upper arm carries the forearm to a plain end plate. The root fork supports the shoulder revolute and the upper arm supports the elbow revolute.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Serial elbow arm One Each 1,true
shoulderelbowwrist_arm_one_each_high_01,shoulderelbowwrist_arm,Shoulder-elbow-wrist arm,"A fork-root three-joint arm. A grounded fork captures the first arm link, followed by a forearm and a short wrist flange. The arm has shoulder, elbow, and wrist revolute joints in sequence.",openai,gpt-5.4,high,50,2.0,sdk_hybrid,Shoulder-elbow-wrist arm One Each 1,true
single_continuous_rotary_shaft_one_each_high_01,single_continuous_rotary_shaft,Single continuous rotary shaft,An under-slung rotary shaft unit. A top bracket supports a short shaft between two hanging bearings so the grounded support remains visually distinct from the spinning member. The shaft rotates as one continuous revolute joint about the supported centerline.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Single continuous rotary shaft One Each 1,true
single_pitch_axis_module_one_each_high_01,single_pitch_axis_module,Single pitch axis module,"An under-slung pitch-axis trunnion module. A top support bracket carries the moving member below it, creating a different silhouette while keeping the same single-axis kinematics. One revolute joint tilts the carried face about a horizontal trunnion axis supported by side cheeks.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Single pitch axis module One Each 1,true
single_prismatic_slider_one_each_high_01,single_prismatic_slider,Single prismatic slider,A bridge-backed slide unit. A grounded back frame supports a front-running carriage with a plain mounting face and visible stop features. The carriage translates through one prismatic joint on the guide path.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Single prismatic slider One Each 1,true
single_revolute_hinge_one_each_high_01,single_revolute_hinge,Single revolute hinge,A boxed cover hinge. A fixed bracket leaf carries short knuckle segments and a moving cover leaf with a simple edge flange. The cover leaf rotates as one revolute joint about the supported barrel axis.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Single revolute hinge One Each 1,true
single_roll_axis_module_one_each_high_01,single_roll_axis_module,Single roll axis module,"An under-slung roll-axis spindle module. A top support bracket carries the moving member below it, creating a different silhouette while keeping the same single-axis kinematics. One revolute joint spins the output flange about its own longitudinal shaft axis between fixed supports.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Single roll axis module One Each 1,true
single_yaw_axis_module_one_each_high_01,single_yaw_axis_module,Single yaw axis module,"An under-slung yaw-axis rotary module. A top support bracket carries the moving member below it, creating a different silhouette while keeping the same single-axis kinematics. One revolute joint turns the output face about the vertical support axis.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,Single yaw axis module One Each 1,true
telescoping_boom_one_each_high_01,telescoping_boom,Telescoping boom,A compact service telescoping boom. A broad grounded root body supports an outer tube and several inner tubes with clear overlap left between every stage. The inner tubes extend through serial prismatic joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Telescoping boom One Each 1,true
telescoping_mast_with_pan_head_one_each_high_01,telescoping_mast_with_pan_head,Telescoping mast with pan head,A fork-backed telescoping mast assembly. A rear support captures the mast root and carries nested upright stages ending in a small rotary faceplate. The mast uses serial vertical prismatic joints and the faceplate is a revolute joint at the top.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Telescoping mast with pan head One Each 1,true
threejoint_prismatic_chain_one_each_high_01,threejoint_prismatic_chain,Three-joint prismatic chain,A compact service three-stage axis. A broad grounded body supports three carried sliders with plain rectangular faces and visible overlap. The stage stack is three serial prismatic joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Three-joint prismatic chain One Each 1,true
threejoint_revolute_chain_one_each_high_01,threejoint_revolute_chain,Three-joint revolute chain,A bridge-mounted three-joint revolute chain. A fixed bridge support carries a root clevis and a sequence of links whose section sizes taper toward the distal compact end tab. The chain has three revolute joints in series.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Three-joint revolute chain One Each 1,true
threestage_telescoping_slide_one_each_high_01,threestage_telescoping_slide,Three-stage telescoping slide,A compact service three-stage slide. A broad grounded body supports two nested moving stages with plain rectangular front faces. The moving stages are serial prismatic joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Three-stage telescoping slide One Each 1,true
tv_wall_mount_one_each_high_01,tv_wall_mount,TV wall mount,"A long-reach service TV wall mount without the panel. A grounded wall bracket carries two arm links and a compact output frame, with the links distinctly longer than the head support. The two links fold on revolute joints, and the head adds one swivel and one tilt revolute joint.",openai,gpt-5.4,high,40,2.0,sdk_hybrid,TV wall mount One Each 1,true
twojoint_prismatic_chain_one_each_high_01,twojoint_prismatic_chain,Two-joint prismatic chain,A compact service two-stage axis. A broad grounded body supports one main carriage and one smaller terminal carriage. The two stages are serial prismatic joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Two-joint prismatic chain One Each 1,true
twojoint_revolute_chain_one_each_high_01,twojoint_revolute_chain,Two-joint revolute chain,A bridge-mounted two-joint revolute chain. A fixed bridge support carries a root clevis and a sequence of links whose section sizes taper toward the distal compact end tab. The chain has two revolute joints in series.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Two-joint revolute chain One Each 1,true
twostage_telescoping_slide_one_each_high_01,twostage_telescoping_slide,Two-stage telescoping slide,A compact service telescoping slide. A broad grounded body supports a simple nested runner with clear remaining overlap when extended. The runner is a prismatic joint along the slide axis.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Two-stage telescoping slide One Each 1,true
vane_array_with_independent_pivots_one_each_high_01,vane_array_with_independent_pivots,Vane array with independent pivots,A fork-backed louver array. A rear support frame carries a stack of parallel slats whose supports are visible at both ends. The slats articulate as independent revolute joints.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Vane array with independent pivots One Each 1,true
vertical_slide_with_wrist_hinge_one_each_high_01,vertical_slide_with_wrist_hinge,Vertical slide with wrist hinge,A fork-backed slide-and-wrist unit. A rear support frame carries a vertical slide carriage with a short hinged face at the output. The slide carriage is prismatic and the face is a revolute joint.,openai,gpt-5.4,high,40,2.0,sdk_hybrid,Vertical slide with wrist hinge One Each 1,true
xyz_cartesian_stage_one_each_high_01,xyz_cartesian_stage,XYZ Cartesian stage,"A compact service XYZ stage. A broad grounded base supports a long lower carriage, a shorter cross-slide, and a slim vertical ram. The lower, middle, and upper members are three prismatic joints.",openai,gpt-5.4,high,50,2.0,sdk_hybrid,XYZ Cartesian stage One Each 1,true
yawpitch_module_one_each_high_01,yawpitch_module,Yaw-pitch module,"A tower-mounted yaw-pitch module. A short pedestal supports a yaw base and a carried pitch yoke, creating a rooted upright silhouette. The base yaws on a vertical revolute joint and the yoke pitches on a horizontal revolute joint.",openai,gpt-5.4,high,50,2.0,sdk_hybrid,Yaw-pitch module One Each 1,true
yawpitchroll_wrist_one_each_high_01,yawpitchroll_wrist,Yaw-pitch-roll wrist,"A saddle-body multi-axis wrist. A grounded housing supports a yaw stage, a pitch support, and a compact roll cartridge, tapering in size toward the output. The three motions are serial revolute joints about vertical, crosswise horizontal, and longitudinal axes.",openai,gpt-5.4,high,50,2.0,sdk_hybrid,Yaw-pitch-roll wrist One Each 1,true
