row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,scaffold_mode,label
food_processor_001,food_processor_with_feed_pusher,Food processor with feed pusher,"A large food processor with a heavy motor base, a clear work bowl, a locking lid with a tall feed chute, and a cylindrical pusher seated in the chute. The pusher slides prismatically up and down inside the supported feed chute, the blade hub rotates continuously on the vertical center shaft in the bowl, the bowl twists on a short continuous locking joint at the base coupling, and the speed selector knob rotates continuously on the front face. Two pulse buttons beside the knob are separate small prismatic push buttons. The bowl, lid, feed chute, and pusher sleeve should read as real hollow thin-wall kitchen parts around an open processing cavity, not solid filled forms. Countertop appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Large processor with locking bowl
food_processor_002,food_processor_with_feed_pusher,Food processor with feed pusher,"A squat prep food processor with a low motor base, a wide shallow bowl, a hinged locking lid, and a broad oval feed tube with a matching pusher. The lid rotates upward on a rear horizontal revolute hinge, the pusher slides prismatically in the feed tube, the internal cutter disc rotates continuously on the bowl center shaft, and the front control dial rotates continuously beside three distinct preset buttons that each move as individual prismatic push controls. Keep the bowl and feed system visibly hollow with a real interior cavity above the cutter disc. Low wide countertop scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Wide processor with hinged lid
food_processor_003,food_processor_with_feed_pusher,Food processor with feed pusher,"A taller multi-purpose food processor with a pedestal motor base, a narrow cylindrical bowl, a removable lid with a large feed chimney, and a front control strip with a main dial plus two rocker buttons. The pusher inside the feed chimney moves prismatically along the chute axis, the blade spindle rotates continuously on the bowl centerline, the main dial rotates continuously on the control strip, and both rocker buttons articulate independently on short revolute pivots. The bowl, chimney, and lid should look like real shell parts enclosing a hollow processing chamber rather than solid masses. Countertop appliance scale with a taller upright silhouette.",gemini,gemini-3.1-pro-preview,high,300,,strict,Tall processor with rocker buttons
food_processor_004,food_processor_with_feed_pusher,Food processor with feed pusher,"A premium food processor with a rounded base, a large clear bowl with a side handle, a lid carrying a secondary small ingredient tube, and a broad control panel with one selector dial and four separate program buttons. The main pusher slides prismatically in the large feed chute, the small secondary pusher slides prismatically in its own nested ingredient tube, the blade or disc carrier rotates continuously on the vertical shaft, and the selector dial rotates continuously on the front panel. All four visible program buttons are separate small prismatic push buttons. The bowl and both feed tubes must stay clearly hollow with thin walls and an open prep volume. Family countertop scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Premium processor with dual pushers
food_processor_005,food_processor_with_feed_pusher,Food processor with feed pusher,"A compact mini food processor with a short motor base, a clear bowl, a lid with a narrow cylindrical feed tube, and a simple front control cluster made of a timer knob and two raised mode buttons. The feed pusher slides prismatically inside the tube, the chopping blade rotates continuously on a short central spindle, the timer knob rotates continuously on the front face, and the two mode buttons move independently as small prismatic push controls. The bowl and chute should be modeled as thin-wall hollow containers with a real interior cavity around the blade. Small appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Mini processor with simple control cluster
dehumidifier_001,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A household dehumidifier with a tall rectangular shell, a lower pullout water bucket behind a transparent level window, a rear filter access door, and a top control panel with a humidistat dial plus three separate buttons. The bucket slides prismatically out from the front lower body, the rear filter door rotates on a vertical side hinge, the humidistat dial rotates continuously on the top panel, and all three visible control buttons are individual small prismatic push buttons. The bucket should read as a true hollow reservoir with thin walls and open volume rather than a solid drawer. Portable room appliance scale on small caster wheels whose axles spin continuously.",gemini,gemini-3.1-pro-preview,high,300,,strict,Dehumidifier with rear filter door
dehumidifier_002,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A compact dehumidifier with a rounded front shell, a removable lower tank with a carry handle, a top air outlet louver, and a front control strip with four preset buttons. The water tank moves prismatically along the body depth axis, the outlet louver flap rotates on a rear horizontal hinge at the top exhaust opening, and each preset button on the front strip is a separate small prismatic push button. A small mode dial beside the buttons rotates continuously. Keep the tank as a hollow water bucket and the body shell around it as a believable vented enclosure rather than a single solid mass. Bedroom appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Compact dehumidifier with outlet louver
dehumidifier_003,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A taller basement dehumidifier with a boxy cabinet, a deep pullout collection bucket, a rear filter panel, and a sloped top console carrying a central rotary selector and two raised buttons. The bucket slides prismatically from the lower front opening, the rear filter panel rotates on a side-mounted revolute hinge, the selector knob rotates continuously, and the two raised buttons move independently as small prismatic push controls. The lower bucket must remain a real hollow reservoir with visible interior space at the open top. Larger floor-standing utility scale with four small casters rotating continuously on fixed axle joints.",gemini,gemini-3.1-pro-preview,high,300,,strict,Tall utility dehumidifier on casters
dehumidifier_004,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A modern dehumidifier with a softly radiused body, a lower pullout tank, a fold-flat top carry handle, and a front user interface with a ring dial surrounded by five distinct program buttons. The tank slides prismatically out from the body, the carry handle rotates upward on matched side revolute pivots at the top cap, the ring dial rotates continuously about its center axis, and each program button is an independent small prismatic push button. The tank and its recessed cavity should read as real hollow appliance geometry, not a filled block inset into the body. Medium room-appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Modern dehumidifier with folding handle
dehumidifier_005,dehumidifier_with_pullout_water_bucket,Dehumidifier with pullout water bucket,"A console-style dehumidifier with a broad upper intake grille, a lower water bucket with a molded front grip, and a right-top control pod carrying a timer dial, a power button, and two humidity step buttons. The water bucket moves prismatically on lower guide rails, the timer dial rotates continuously, the power button and both humidity buttons are separate prismatic push buttons, and the rear filter door rotates on a vertical side hinge. The removable bucket should stay hollow and open inside, with believable shell thickness and a real reservoir volume. Portable floor appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Console dehumidifier with top pod
aio_printer_001,all_in_one_printer_with_scanner_lid_and_paper_tray,All-in-one printer with scanner lid and paper tray,"A home-office all-in-one printer with a flatbed scanner on top, a front paper cassette, a fold-out output tray, and a small right-front control panel with a selector dial plus four buttons. The scanner lid rotates upward on a rear horizontal revolute hinge, the paper cassette slides prismatically out from the lower front body, the output tray flap rotates downward on a small front hinge, and the selector dial rotates continuously on the control panel. All four control buttons are separate small prismatic push buttons. Keep the scanner bay under the lid as a shallow hollow recess and the trays as thin shell or panel-like parts rather than solid slabs. Desktop office scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Home office printer with front cassette
aio_printer_002,all_in_one_printer_with_scanner_lid_and_paper_tray,All-in-one printer with scanner lid and paper tray,"A compact all-in-one printer with a low rectangular body, a rear-fed scanner lid, a front output shelf, and a sloped control strip with six visible keys around a small screen. The scanner lid rotates on a rear revolute hinge, the main paper tray slides prismatically from the front lower body, the output shelf folds on a narrow front hinge, and each visible key in the control strip is an independent small prismatic push button. A small menu dial beside the screen rotates continuously about its center axis. The scanner cavity should remain open and hollow under the lid, with thin tray panels and believable paper-path volume. Home desktop scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Compact printer with sloped keypad
aio_printer_003,all_in_one_printer_with_scanner_lid_and_paper_tray,All-in-one printer with scanner lid and paper tray,"A larger all-in-one printer with a flatbed scanner, an automatic document feeder on top, a front cassette tray, and a tilting control panel at the right front corner. The flatbed lid rotates upward on a rear horizontal hinge, the paper cassette slides prismatically out from the base, the document-feeder cover rotates on a small top hinge, and the control panel tilts on a horizontal revolute joint above its support bracket. The selector dial on that panel rotates continuously, and the visible keypad buttons articulate independently as small prismatic push buttons. Keep the flatbed scanner opening and feeder throat as real hollow cavities rather than solid top blocks. Small office scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Office printer with tilting control panel
aio_printer_004,all_in_one_printer_with_scanner_lid_and_paper_tray,All-in-one printer with scanner lid and paper tray,"A photo-oriented all-in-one printer with a broad flatbed lid, a lower main paper tray, a smaller photo paper tray nested above it, and a front panel with one knob and three raised function buttons. The scanner lid rotates on a rear revolute hinge, both paper trays slide prismatically on their own supported rails, the control knob rotates continuously, and all three function buttons are separate prismatic push buttons. A small output tray door at the front lip rotates downward on a narrow hinge. The upper scanner section should read as a shallow hollow bay under the lid, and the trays should stay thin and panel-like rather than solid blocks. Wide desktop printer scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Photo printer with dual trays
aio_printer_005,all_in_one_printer_with_scanner_lid_and_paper_tray,All-in-one printer with scanner lid and paper tray,"A boxy monochrome all-in-one printer with a tall scanner lid, a deep front paper drawer, a fold-out side access door, and a top-right control cluster with a numeric keypad, start button, and menu dial. The scanner lid rotates upward on a rear horizontal hinge, the paper drawer slides prismatically from the front lower body, the side service door rotates on a vertical revolute hinge, and the menu dial rotates continuously on the control cluster. Every visible keypad key and the start button are separate small prismatic push buttons. Keep the flatbed scanner area and paper output path as believable hollow appliance cavities, not solid blocks. Small workgroup office scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Monochrome printer with keypad
bread_maker_001,bread_maker_with_hinged_lid,Bread maker with hinged lid,"A countertop bread maker with a rectangular body, a rear-hinged top lid with a small viewing window, a deep loaf chamber below, and a front control strip with a timer dial plus three raised program buttons. The lid rotates upward on a rear horizontal revolute hinge, the kneading paddle rotates continuously on its vertical spindle inside the loaf pan, the timer dial rotates continuously, and all three program buttons are separate small prismatic push buttons. A front lid-release button moves prismatically into the housing to unlatch the top. The chamber under the lid should read as a true hollow baking cavity with a removable pan opening rather than a solid top block. Countertop kitchen scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Bread maker with window lid
bread_maker_002,bread_maker_with_hinged_lid,Bread maker with hinged lid,"A wide bread maker with a softly rounded shell, a large top lid, a side-mounted browning selector dial, and a compact front cluster with two mode buttons and a start button. The top lid rotates on a rear hinge, the kneading spindle rotates continuously inside the baking chamber, the browning dial rotates continuously on its side axis, and each visible front button is an independent small prismatic push button. A short ingredient-dispenser flap built into the lid opens on a small revolute hinge. Keep the baking chamber and dispenser pocket as hollow shell spaces rather than solid masses. Family countertop appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Wide bread maker with dispenser flap
bread_maker_003,bread_maker_with_hinged_lid,Bread maker with hinged lid,"A tall loaf bread maker with a nearly vertical body, a top-opening lid with a handle lip, and a stepped control pod carrying a central selector knob surrounded by four preset buttons. The lid rotates upward on a rear horizontal revolute hinge, the kneading paddle rotates continuously on the bottom-center spindle in the loaf chamber, the selector knob rotates continuously, and all four preset buttons move independently as small prismatic push controls. The front latch button below the control pod moves prismatically into the shell. The cavity for the loaf pan should be visibly open and hollow under the lid, not a filled solid column. Compact upright appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Tall bread maker with preset bank
bread_maker_004,bread_maker_with_hinged_lid,Bread maker with hinged lid,"A premium bread maker with a low wide base, a glass-window lid, a top control panel with a ring dial and five distinct program buttons, and a small steam vent cap near the back edge of the lid. The lid rotates on a rear hinge, the kneading spindle rotates continuously in the center of the baking chamber, the ring dial rotates continuously, and each visible program button is a separate prismatic push button. The small vent cap rotates on a short local hinge at the rear of the lid. Keep the lid opening and loaf chamber as real hollow appliance geometry with thin shell walls and an open pan cavity. Countertop scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Premium bread maker with vent cap
bread_maker_005,bread_maker_with_hinged_lid,Bread maker with hinged lid,"A compact bread maker with a boxy body, a rear-hinged lid, a right-side control panel with a timer knob and two square buttons, and a front lid-release plunger. The lid rotates upward on a rear revolute hinge, the timer knob rotates continuously, both square buttons are independent prismatic push buttons, the release plunger slides prismatically, and the internal kneading paddle rotates continuously on the base spindle within the pan opening. The baking chamber should remain a true hollow cavity sized for a loaf pan rather than a solid upper block. Small kitchen-appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Compact bread maker with release plunger
top_load_washer_001,top_load_washing_machine_with_hinged_lid,Top-load washing machine with hinged lid,"A residential top-load washing machine with a boxy cabinet, a large top lid, a deep cylindrical wash tub, and a rear console with a cycle dial plus four separate buttons. The lid rotates upward on a rear horizontal revolute hinge, the inner wash tub rotates continuously on the vertical center axis inside the cabinet opening, the cycle dial rotates continuously on the rear console, and all four visible console buttons are independent small prismatic push buttons. A lid-lock plunger at the front edge moves prismatically into the top deck when closed. The tub opening should read as a real hollow laundry cavity with depth below the top deck rather than a shallow solid recess. Full laundry-appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Top load washer with rear console
top_load_washer_002,top_load_washing_machine_with_hinged_lid,Top-load washing machine with hinged lid,"A modern top-load washer with a rounded lid, a wide top deck, a rear control tower, and a right-side detergent drawer in the top surface. The lid rotates on a rear revolute hinge, the wash basket rotates continuously on the vertical axis, the detergent drawer slides prismatically out from the top deck, and a large selector knob plus three visible option buttons articulate independently on the control tower. The knob rotates continuously and each button is a separate small prismatic push control. Keep the wash basket and cabinet opening as a believable hollow interior sized for clothing rather than a solid cap over the body. Residential laundry scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Modern top load washer with detergent drawer
top_load_washer_003,top_load_washing_machine_with_hinged_lid,Top-load washing machine with hinged lid,"A compact apartment top-load washer with a flat top lid, a narrow body, and a sloped rear console carrying a timer dial, start button, and two mode buttons. The lid rotates upward on a rear hinge, the tub rotates continuously on the vertical centerline below the lid opening, the timer dial rotates continuously, and the start and mode buttons are separate prismatic push buttons on the console face. A small softener cap on the agitator rotates continuously on its center axis. The wash opening and tub should remain clearly hollow and deep, not a filled solid volume under the lid. Narrow utility-room scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Compact top load washer with agitator cap
top_load_washer_004,top_load_washing_machine_with_hinged_lid,Top-load washing machine with hinged lid,"A premium top-load washer with a glass-window lid, a deep drum opening, and a broad rear console with a central dial flanked by six distinct program buttons. The lid rotates on a rear horizontal revolute hinge, the wash tub rotates continuously about the vertical axis, the selector dial rotates continuously on the console, and all six program buttons move independently as small prismatic push controls. The front lid-release button below the handle slides prismatically into the top deck. The tub and lid opening must read as a true hollow laundry chamber with visible depth and inner wall thickness. Full-size laundry room scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Premium top load washer with glass lid
top_load_washer_005,top_load_washing_machine_with_hinged_lid,Top-load washing machine with hinged lid,"A top-load washer with a squared cabinet, a hinged upper lid, a rear backsplash console, and a left control cluster with a knob, a power button, and two water-level buttons. The lid rotates upward on a rear revolute hinge, the inner basket rotates continuously on the vertical axis inside the cabinet, the control knob rotates continuously, and the three visible buttons are separate small prismatic push buttons. A detergent-flap door set into the back corner of the top deck rotates on a small hinged panel. Keep the tub opening and internal basket as open hollow appliance geometry rather than a solid slab with shallow detailing. Standard domestic washer scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Top load washer with detergent flap
paper_shredder_001,paper_shredder_with_pullout_bin,Paper shredder with pullout bin,"A home-office paper shredder with a dark cutter head, a pullout waste bin below, and a top control strip with an auto-off-reverse slider plus two round buttons. The waste bin slides prismatically out from the body, the twin cutter drums rotate continuously on parallel horizontal axes just beneath the paper slot, the control slider moves prismatically along its guide, and both round buttons are separate small prismatic push buttons. The waste bin should read as a real hollow container with open volume under the cutter head rather than a solid drawer. Desktop office scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Desktop shredder with control slider
paper_shredder_002,paper_shredder_with_pullout_bin,Paper shredder with pullout bin,"A compact paper shredder with a boxy upper head, a translucent pullout bin, and a front panel carrying a rotary mode knob beside three distinct buttons. The bin moves prismatically along the body depth axis, the internal cutter shaft pair rotates continuously on matched horizontal axles, the mode knob rotates continuously, and the three visible buttons articulate independently as small prismatic push controls. A safety flap at the paper slot rotates on a narrow top hinge. Keep the bin thin-walled and hollow with believable internal volume for shredded paper. Home office scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Compact shredder with safety flap
paper_shredder_003,paper_shredder_with_pullout_bin,Paper shredder with pullout bin,"A taller office shredder on four small casters with a heavy motor head, a deep pullout waste bin, and a front control bank with a reverse button, a start button, and a jam-clear dial. The bin slides prismatically out from the lower body, the cutter drums rotate continuously on parallel horizontal axes inside the head, the jam-clear dial rotates continuously, and both visible buttons are separate prismatic push buttons. The caster wheels spin continuously on their axles, and the bin remains a true hollow receptacle rather than a filled block. Floor-standing office appliance scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Office shredder on casters
paper_shredder_004,paper_shredder_with_pullout_bin,Paper shredder with pullout bin,"A modern shredder with a rounded upper shell, a pullout bin with a wide grip, and a sloped top panel carrying five small rectangular mode buttons around a central selector knob. The bin translates prismatically on supported rails, the selector knob rotates continuously on the control panel, all five mode buttons are separate small prismatic push buttons, and the twin cutting cylinders rotate continuously below the feed slot. A small front access flap for the cutter area rotates on a short revolute hinge. Keep the lower bin visibly hollow and open-topped inside. Medium office scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Modern shredder with access flap
paper_shredder_005,paper_shredder_with_pullout_bin,Paper shredder with pullout bin,"A narrow strip-cut shredder with a tall rectangular body, a front pullout waste drawer, and a right-side control pod with a power rocker, reverse button, and small timer knob. The waste drawer slides prismatically from the lower body, the cutter drums rotate continuously on horizontal shafts under the slot, the power rocker rotates on a short revolute pivot, the reverse button moves prismatically, and the timer knob rotates continuously. The drawer should be a believable hollow bin with thin walls and real storage space for shredded strips. Compact desk-side shredder scale.",gemini,gemini-3.1-pro-preview,high,300,,strict,Narrow shredder with side control pod
